p,official_penalty,official_accept_payoff,official_prefers_accept
0.19,170,-12.299999999999997,False
0.19,175,-13.25,False
0.19,180,-14.200000000000003,False
0.19,185,-15.149999999999999,False
0.19,190,-16.1,False
0.19,195,-17.049999999999997,False
0.19,200,-18.0,False
0.19,205,-18.950000000000003,False
0.19,210,-19.9,False
0.19,215,-20.85,False
0.19,220,-21.799999999999997,False
0.19,225,-22.75,False
0.19,230,-23.700000000000003,False
0.19,235,-24.65,False
0.19,240,-25.6,False
0.19,245,-26.549999999999997,False
0.19,250,-27.5,False
0.19,255,-28.450000000000003,False
0.19,260,-29.4,False
0.19,265,-30.35,False
0.19,270,-31.299999999999997,False
0.19,275,-32.25,False
0.19,280,-33.2,False
0.19,285,-34.15,False
0.19,290,-35.1,False
0.19,295,-36.05,False
0.19,300,-37.0,False
0.19,305,-37.95,False
0.19,310,-38.9,False
0.19,315,-39.85,False
0.19,320,-40.8,False
0.19,325,-41.75,False
0.19,330,-42.7,False
0.19,335,-43.65,False
0.19,340,-44.599999999999994,False
0.19,345,-45.55,False
0.19,350,-46.5,False
0.19,355,-47.45,False
0.19,360,-48.400000000000006,False
0.19,365,-49.349999999999994,False
0.19,370,-50.3,False
0.19,375,-51.25,False
0.19,380,-52.2,False
0.19,385,-53.150000000000006,False
0.19,390,-54.099999999999994,False
0.19,395,-55.05,False
0.19,400,-56.0,False
0.19,405,-56.95,False
0.19,410,-57.900000000000006,False
0.19,415,-58.849999999999994,False
0.19,420,-59.8,False
0.19,425,-60.75,False
0.19,430,-61.7,False
0.19,435,-62.650000000000006,False
0.19,440,-63.599999999999994,False
0.19,445,-64.55,False
0.19,450,-65.5,False
0.19,455,-66.45,False
0.19,460,-67.4,False
0.19,465,-68.35,False
0.19,470,-69.3,False
0.19,475,-70.25,False
0.19,480,-71.2,False
0.19,485,-72.15,False
0.19,490,-73.1,False
0.19,495,-74.05,False
0.19,500,-75.0,False
0.2,0,20.0,True
0.2,5,19.0,True
0.2,10,18.0,True
0.2,15,17.0,True
0.2,20,16.0,True
0.2,25,15.0,True
0.2,30,14.0,True
0.2,35,13.0,True
0.2,40,12.0,True
0.2,45,11.0,True
0.2,50,10.0,True
0.2,55,9.0,True
0.2,60,8.0,True
0.2,65,7.0,True
0.2,70,6.0,True
0.2,75,5.0,True
0.2,80,4.0,True
0.2,85,3.0,True
0.2,90,2.0,True
0.2,95,1.0,True
0.2,100,0.0,False
0.2,105,-1.0,False
0.2,110,-2.0,False
0.2,115,-3.0,False
0.2,120,-4.0,False
0.2,125,-5.0,False
0.2,130,-6.0,False
0.2,135,-7.0,False
0.2,140,-8.0,False
0.2,145,-9.0,False
0.2,150,-10.0,False
0.2,155,-11.0,False
0.2,160,-12.0,False
0.2,165,-13.0,False
0.2,170,-14.0,False
0.2,175,-15.0,False
0.2,180,-16.0,False
0.2,185,-17.0,False
0.2,190,-18.0,False
0.2,195,-19.0,False
0.2,200,-20.0,False
0.2,205,-21.0,False
0.2,210,-22.0,False
0.2,215,-23.0,False
0.2,220,-24.0,False
0.2,225,-25.0,False
0.2,230,-26.0,False
0.2,235,-27.0,False
0.2,240,-28.0,False
0.2,245,-29.0,False
0.2,250,-30.0,False
0.2,255,-31.0,False
0.2,260,-32.0,False
0.2,265,-33.0,False
0.2,270,-34.0,False
0.2,275,-35.0,False
0.2,280,-36.0,False
0.2,285,-37.0,False
0.2,290,-38.0,False
0.2,295,-39.0,False
0.2,300,-40.0,False
0.2,305,-41.0,False
0.2,310,-42.0,False
0.2,315,-43.0,False
0.2,320,-44.0,False
0.2,325,-45.0,False
0.2,330,-46.0,False
0.2,335,-47.0,False
0.2,340,-48.0,False
0.2,345,-49.0,False
0.2,350,-50.0,False
0.2,355,-51.0,False
0.2,360,-52.0,False
0.2,365,-53.0,False
0.2,370,-54.0,False
0.2,375,-55.0,False
0.2,380,-56.0,False
0.2,385,-57.0,False
0.2,390,-58.0,False
0.2,395,-59.0,False
0.2,400,-60.0,False
0.2,405,-61.0,False
0.2,410,-62.0,False
0.2,415,-63.0,False
0.2,420,-64.0,False
0.2,425,-65.0,False
0.2,430,-66.0,False
0.2,435,-67.0,False
0.2,440,-68.0,False
0.2,445,-69.0,False
0.2,450,-70.0,False
0.2,455,-71.0,False
0.2,460,-72.0,False
0.2,465,-73.0,False
0.2,470,-74.0,False
0.2,475,-75.0,False
0.2,480,-76.0,False
0.2,485,-77.0,False
0.2,490,-78.0,False
0.2,495,-79.0,False
0.2,500,-80.0,False
0.21,0,20.0,True
0.21,5,18.95,True
0.21,10,17.9,True
0.21,15,16.85,True
0.21,20,15.8,True
0.21,25,14.75,True
0.21,30,13.7,True
0.21,35,12.65,True
0.21,40,11.6,True
0.21,45,10.55,True
0.21,50,9.5,True
0.21,55,8.450000000000001,True
0.21,60,7.4,True
0.21,65,6.35,True
0.21,70,5.300000000000001,True
0.21,75,4.25,True
0.21,80,3.1999999999999993,True
0.21,85,2.150000000000002,True
0.21,90,1.1000000000000014,True
0.21,95,0.05000000000000071,True
0.21,100,-1.0,False
0.21,105,-2.0500000000000007,False
0.21,110,-3.099999999999998,False
0.21,115,-4.149999999999999,False
0.21,120,-5.199999999999999,False
0.21,125,-6.25,False
0.21,130,-7.300000000000001,False
0.21,135,-8.349999999999998,False
0.21,140,-9.399999999999999,False
0.21,145,-10.45,False
0.21,150,-11.5,False
0.21,155,-12.549999999999997,False
0.21,160,-13.600000000000001,False
0.21,165,-14.649999999999999,False
0.21,170,-15.699999999999996,False
0.21,175,-16.75,False
0.21,180,-17.799999999999997,False
0.21,185,-18.85,False
0.21,190,-19.9,False
0.21,195,-20.949999999999996,False
0.21,200,-22.0,False
0.21,205,-23.049999999999997,False
0.21,210,-24.1,False
0.21,215,-25.15,False
0.21,220,-26.199999999999996,False
0.21,225,-27.25,False
0.21,230,-28.299999999999997,False
0.21,235,-29.35,False
0.21,240,-30.4,False
0.21,245,-31.449999999999996,False
0.21,250,-32.5,False
0.21,255,-33.55,False
0.21,260,-34.6,False
0.21,265,-35.65,False
0.21,270,-36.699999999999996,False
0.21,275,-37.75,False
0.21,280,-38.8,False
0.21,285,-39.849999999999994,False
0.21,290,-40.9,False
0.21,295,-41.949999999999996,False
0.21,300,-43.0,False
0.21,305,-44.05,False
0.21,310,-45.099999999999994,False
0.21,315,-46.14999999999999,False
0.21,320,-47.2,False
0.21,325,-48.25,False
0.21,330,-49.3,False
0.21,335,-50.349999999999994,False
0.21,340,-51.39999999999999,False
0.21,345,-52.45,False
0.21,350,-53.5,False
0.21,355,-54.55,False
0.21,360,-55.599999999999994,False
0.21,365,-56.64999999999999,False
0.21,370,-57.7,False
0.21,375,-58.75,False
0.21,380,-59.8,False
0.21,385,-60.849999999999994,False
0.21,390,-61.89999999999999,False
0.21,395,-62.95,False
0.21,400,-64.0,False
0.21,405,-65.05,False
0.21,410,-66.1,False
0.21,415,-67.14999999999999,False
0.21,420,-68.2,False
0.21,425,-69.25,False
0.21,430,-70.3,False
0.21,435,-71.35,False
0.21,440,-72.39999999999999,False
0.21,445,-73.45,False
0.21,450,-74.5,False
0.21,455,-75.55,False
0.21,460,-76.6,False
0.21,465,-77.64999999999999,False
0.21,470,-78.7,False
0.21,475,-79.75,False
0.21,480,-80.8,False
0.21,485,-81.85,False
0.21,490,-82.89999999999999,False
0.21,495,-83.95,False
0.21,500,-85.0,False
0.22,0,20.0,True
0.22,5,18.9,True
0.22,10,17.8,True
0.22,15,16.7,True
0.22,20,15.6,True
0.22,25,14.5,True
0.22,30,13.4,True
0.22,35,12.3,True
0.22,40,11.2,True
0.22,45,10.1,True
0.22,50,9.0,True
0.22,55,7.9,True
0.22,60,6.800000000000001,True
0.22,65,5.699999999999999,True
0.22,70,4.6,True
0.22,75,3.5,True
0.22,80,2.3999999999999986,True
0.22,85,1.3000000000000007,True
0.22,90,0.1999999999999993,True
0.22,95,-0.8999999999999986,False
0.22,100,-2.0,False
0.22,105,-3.1000000000000014,False
0.22,110,-4.199999999999999,False
0.22,115,-5.300000000000001,False
0.22,120,-6.399999999999999,False
0.22,125,-7.5,False
0.22,130,-8.600000000000001,False
0.22,135,-9.7,False
0.22,140,-10.8,False
0.22,145,-11.899999999999999,False
0.22,150,-13.0,False
0.22,155,-14.100000000000001,False
0.22,160,-15.200000000000003,False
0.22,165,-16.299999999999997,False
0.22,170,-17.4,False
0.22,175,-18.5,False
0.22,180,-19.6,False
0.22,185,-20.700000000000003,False
0.22,190,-21.799999999999997,False
0.22,195,-22.9,False
0.22,200,-24.0,False
0.22,205,-25.1,False
0.22,210,-26.200000000000003,False
0.22,215,-27.299999999999997,False
0.22,220,-28.4,False
0.22,225,-29.5,False
0.22,230,-30.6,False
0.22,235,-31.700000000000003,False
0.22,240,-32.8,False
0.22,245,-33.9,False
0.22,250,-35.0,False
0.22,255,-36.1,False
0.22,260,-37.2,False
0.22,265,-38.3,False
0.22,270,-39.4,False
0.22,275,-40.5,False
0.22,280,-41.6,False
0.22,285,-42.7,False
0.22,290,-43.8,False
0.22,295,-44.900000000000006,False
0.22,300,-46.0,False
0.22,305,-47.099999999999994,False
0.22,310,-48.2,False
0.22,315,-49.3,False
0.22,320,-50.400000000000006,False
0.22,325,-51.5,False
0.22,330,-52.599999999999994,False
0.22,335,-53.7,False
0.22,340,-54.8,False
0.22,345,-55.900000000000006,False
0.22,350,-57.0,False
0.22,355,-58.099999999999994,False
0.22,360,-59.2,False
0.22,365,-60.3,False
0.22,370,-61.400000000000006,False
0.22,375,-62.5,False
0.22,380,-63.599999999999994,False
0.22,385,-64.7,False
0.22,390,-65.8,False
0.22,395,-66.9,False
0.22,400,-68.0,False
0.22,405,-69.1,False
0.22,410,-70.2,False
0.22,415,-71.3,False
0.22,420,-72.4,False
0.22,425,-73.5,False
0.22,430,-74.6,False
0.22,435,-75.7,False
0.22,440,-76.8,False
0.22,445,-77.9,False
0.22,450,-79.0,False
0.22,455,-80.1,False
0.22,460,-81.2,False
0.22,465,-82.3,False
0.22,470,-83.4,False
0.22,475,-84.5,False
0.22,480,-85.6,False
0.22,485,-86.7,False
0.22,490,-87.8,False
0.22,495,-88.9,False
0.22,500,-90.0,False
0.23,0,20.0,True
0.23,5,18.85,True
0.23,10,17.7,True
0.23,15,16.55,True
0.23,20,15.399999999999999,True
0.23,25,14.25,True
0.23,30,13.1,True
0.23,35,11.95,True
0.23,40,10.799999999999999,True
0.23,45,9.65,True
0.23,50,8.5,True
0.23,55,7.35,True
0.23,60,6.199999999999999,True
0.23,65,5.049999999999999,True
0.23,70,3.8999999999999986,True
0.23,75,2.75,True
0.23,80,1.5999999999999979,True
0.23,85,0.4499999999999993,True
0.23,90,-0.6999999999999993,False
0.23,95,-1.8500000000000014,False
0.23,100,-3.0,False
0.23,105,-4.150000000000002,False
0.23,110,-5.300000000000001,False
0.23,115,-6.450000000000003,False
0.23,120,-7.600000000000001,False
0.23,125,-8.75,False
0.23,130,-9.900000000000002,False
0.23,135,-11.05,False
0.23,140,-12.200000000000003,False
0.23,145,-13.350000000000001,False
0.23,150,-14.5,False
0.23,155,-15.649999999999999,False
0.23,160,-16.800000000000004,False
0.23,165,-17.950000000000003,False
0.23,170,-19.1,False
0.23,175,-20.25,False
0.23,180,-21.4,False
0.23,185,-22.550000000000004,False
0.23,190,-23.700000000000003,False
0.23,195,-24.85,False
0.23,200,-26.0,False
0.23,205,-27.15,False
0.23,210,-28.300000000000004,False
0.23,215,-29.450000000000003,False
0.23,220,-30.6,False
0.23,225,-31.75,False
0.23,230,-32.900000000000006,False
0.23,235,-34.050000000000004,False
0.23,240,-35.2,False
0.23,245,-36.35,False
0.23,250,-37.5,False
0.23,255,-38.650000000000006,False
0.23,260,-39.800000000000004,False
0.23,265,-40.95,False
0.23,270,-42.1,False
0.23,275,-43.25,False
0.23,280,-44.400000000000006,False
0.23,285,-45.55,False
0.23,290,-46.7,False
0.23,295,-47.85000000000001,False
0.23,300,-49.0,False
0.23,305,-50.150000000000006,False
0.23,310,-51.3,False
0.23,315,-52.45,False
0.23,320,-53.60000000000001,False
0.23,325,-54.75,False
0.23,330,-55.900000000000006,False
0.23,335,-57.05,False
0.23,340,-58.2,False
0.23,345,-59.35000000000001,False
0.23,350,-60.5,False
0.23,355,-61.650000000000006,False
0.23,360,-62.8,False
0.23,365,-63.95,False
0.23,370,-65.10000000000001,False
0.23,375,-66.25,False
0.23,380,-67.4,False
0.23,385,-68.55,False
0.23,390,-69.7,False
0.23,395,-70.85000000000001,False
0.23,400,-72.0,False
0.23,405,-73.15,False
0.23,410,-74.3,False
0.23,415,-75.45,False
0.23,420,-76.60000000000001,False
0.23,425,-77.75,False
0.23,430,-78.9,False
0.23,435,-80.05000000000001,False
0.23,440,-81.2,False
0.23,445,-82.35000000000001,False
0.23,450,-83.5,False
0.23,455,-84.65,False
0.23,460,-85.80000000000001,False
0.23,465,-86.95,False
0.23,470,-88.10000000000001,False
0.23,475,-89.25,False
0.23,480,-90.4,False
0.23,485,-91.55000000000001,False
0.23,490,-92.7,False
0.23,495,-93.85000000000001,False
0.23,500,-95.0,False
0.24,0,20.0,True
0.24,5,18.8,True
0.24,10,17.6,True
0.24,15,16.4,True
0.24,20,15.2,True
0.24,25,14.0,True
0.24,30,12.8,True
0.24,35,11.6,True
0.24,40,10.4,True
0.24,45,9.200000000000001,True
0.24,50,8.0,True
0.24,55,6.800000000000001,True
0.24,60,5.600000000000001,True
0.24,65,4.4,True
0.24,70,3.1999999999999993,True
0.24,75,2.0,True
0.24,80,0.8000000000000007,True
0.24,85,-0.3999999999999986,False
0.24,90,-1.5999999999999979,False
0.24,95,-2.8000000000000007,False
0.24,100,-4.0,False
0.24,105,-5.199999999999999,False
0.24,110,-6.399999999999999,False
0.24,115,-7.599999999999998,False
0.24,120,-8.799999999999997,False
0.24,125,-10.0,False
0.24,130,-11.2,False
0.24,135,-12.399999999999999,False
0.24,140,-13.600000000000001,False
0.24,145,-14.799999999999997,False
0.24,150,-16.0,False
0.24,155,-17.199999999999996,False
0.24,160,-18.4,False
0.24,165,-19.6,False
0.24,170,-20.799999999999997,False
0.24,175,-22.0,False
0.24,180,-23.199999999999996,False
0.24,185,-24.4,False
0.24,190,-25.6,False
0.24,195,-26.799999999999997,False
0.24,200,-28.0,False
0.24,205,-29.199999999999996,False
0.24,210,-30.4,False
0.24,215,-31.6,False
0.24,220,-32.8,False
0.24,225,-34.0,False
0.24,230,-35.199999999999996,False
0.24,235,-36.4,False
0.24,240,-37.599999999999994,False
0.24,245,-38.8,False
0.24,250,-40.0,False
0.24,255,-41.199999999999996,False
0.24,260,-42.4,False
0.24,265,-43.599999999999994,False
0.24,270,-44.8,False
0.24,275,-46.0,False
0.24,280,-47.2,False
0.24,285,-48.39999999999999,False
0.24,290,-49.599999999999994,False
0.24,295,-50.8,False
0.24,300,-52.0,False
0.24,305,-53.2,False
0.24,310,-54.39999999999999,False
0.24,315,-55.599999999999994,False
0.24,320,-56.8,False
0.24,325,-58.0,False
0.24,330,-59.2,False
0.24,335,-60.39999999999999,False
0.24,340,-61.599999999999994,False
0.24,345,-62.8,False
0.24,350,-64.0,False
0.24,355,-65.2,False
0.24,360,-66.39999999999999,False
0.24,365,-67.6,False
0.24,370,-68.8,False
0.24,375,-70.0,False
0.24,380,-71.2,False
0.24,385,-72.39999999999999,False
0.24,390,-73.6,False
0.24,395,-74.8,False
0.24,400,-76.0,False
0.24,405,-77.2,False
0.24,410,-78.39999999999999,False
0.24,415,-79.6,False
0.24,420,-80.8,False
0.24,425,-82.0,False
0.24,430,-83.2,False
0.24,435,-84.39999999999999,False
0.24,440,-85.6,False
0.24,445,-86.8,False
0.24,450,-88.0,False
0.24,455,-89.2,False
0.24,460,-90.39999999999999,False
0.24,465,-91.6,False
0.24,470,-92.8,False
0.24,475,-94.0,False
0.24,480,-95.19999999999999,False
0.24,485,-96.39999999999999,False
0.24,490,-97.6,False
0.24,495,-98.8,False
0.24,500,-100.0,False
0.25,0,20.0,True
0.25,5,18.75,True
0.25,10,17.5,True
0.25,15,16.25,True
0.25,20,15.0,True
0.25,25,13.75,True
0.25,30,12.5,True
0.25,35,11.25,True
0.25,40,10.0,True
0.25,45,8.75,True
0.25,50,7.5,True
0.25,55,6.25,True
0.25,60,5.0,True
0.25,65,3.75,True
0.25,70,2.5,True
0.25,75,1.25,True
0.25,80,0.0,False
0.25,85,-1.25,False
0.25,90,-2.5,False
0.25,95,-3.75,False
0.25,100,-5.0,False
0.25,105,-6.25,False
0.25,110,-7.5,False
0.25,115,-8.75,False
0.25,120,-10.0,False
0.25,125,-11.25,False
0.25,130,-12.5,False
0.25,135,-13.75,False
0.25,140,-15.0,False
0.25,145,-16.25,False
0.25,150,-17.5,False
0.25,155,-18.75,False
0.25,160,-20.0,False
0.25,165,-21.25,False
0.25,170,-22.5,False
0.25,175,-23.75,False
0.25,180,-25.0,False
0.25,185,-26.25,False
0.25,190,-27.5,False
0.25,195,-28.75,False
0.25,200,-30.0,False
0.25,205,-31.25,False
0.25,210,-32.5,False
0.25,215,-33.75,False
0.25,220,-35.0,False
0.25,225,-36.25,False
0.25,230,-37.5,False
0.25,235,-38.75,False
0.25,240,-40.0,False
0.25,245,-41.25,False
0.25,250,-42.5,False
0.25,255,-43.75,False
0.25,260,-45.0,False
0.25,265,-46.25,False
0.25,270,-47.5,False
0.25,275,-48.75,False
0.25,280,-50.0,False
0.25,285,-51.25,False
0.25,290,-52.5,False
0.25,295,-53.75,False
0.25,300,-55.0,False
0.25,305,-56.25,False
0.25,310,-57.5,False
0.25,315,-58.75,False
0.25,320,-60.0,False
0.25,325,-61.25,False
0.25,330,-62.5,False
0.25,335,-63.75,False
0.25,340,-65.0,False
0.25,345,-66.25,False
0.25,350,-67.5,False
0.25,355,-68.75,False
0.25,360,-70.0,False
0.25,365,-71.25,False
0.25,370,-72.5,False
0.25,375,-73.75,False
0.25,380,-75.0,False
0.25,385,-76.25,False
0.25,390,-77.5,False
0.25,395,-78.75,False
0.25,400,-80.0,False
0.25,405,-81.25,False
0.25,410,-82.5,False
0.25,415,-83.75,False
0.25,420,-85.0,False
0.25,425,-86.25,False
0.25,430,-87.5,False
0.25,435,-88.75,False
0.25,440,-90.0,False
0.25,445,-91.25,False
0.25,450,-92.5,False
0.25,455,-93.75,False
0.25,460,-95.0,False
0.25,465,-96.25,False
0.25,470,-97.5,False
0.25,475,-98.75,False
0.25,480,-100.0,False
0.25,485,-101.25,False
0.25,490,-102.5,False
0.25,495,-103.75,False
0.25,500,-105.0,False
0.26,0,20.0,True
0.26,5,18.7,True
0.26,10,17.4,True
0.26,15,16.1,True
0.26,20,14.8,True
0.26,25,13.5,True
0.26,30,12.2,True
0.26,35,10.9,True
0.26,40,9.6,True
0.26,45,8.299999999999999,True
0.26,50,7.0,True
0.26,55,5.699999999999999,True
0.26,60,4.399999999999999,True
0.26,65,3.099999999999998,True
0.26,70,1.8000000000000007,True
0.26,75,0.5,True
0.26,80,-0.8000000000000007,False
0.26,85,-2.1000000000000014,False
0.26,90,-3.400000000000002,False
0.26,95,-4.699999999999999,False
0.26,100,-6.0,False
0.26,105,-7.300000000000001,False
0.26,110,-8.600000000000001,False
0.26,115,-9.900000000000002,False
0.26,120,-11.200000000000003,False
0.26,125,-12.5,False
0.26,130,-13.800000000000004,False
0.26,135,-15.100000000000001,False
0.26,140,-16.4,False
0.26,145,-17.700000000000003,False
0.26,150,-19.0,False
0.26,155,-20.300000000000004,False
0.26,160,-21.6,False
0.26,165,-22.9,False
0.26,170,-24.200000000000003,False
0.26,175,-25.5,False
0.26,180,-26.800000000000004,False
0.26,185,-28.1,False
0.26,190,-29.4,False
0.26,195,-30.700000000000003,False
0.26,200,-32.0,False
0.26,205,-33.300000000000004,False
0.26,210,-34.6,False
0.26,215,-35.9,False
0.26,220,-37.2,False
0.26,225,-38.5,False
0.26,230,-39.800000000000004,False
0.26,235,-41.1,False
0.26,240,-42.400000000000006,False
0.26,245,-43.7,False
0.26,250,-45.0,False
0.26,255,-46.3,False
0.26,260,-47.60000000000001,False
0.26,265,-48.900000000000006,False
0.26,270,-50.2,False
0.26,275,-51.5,False
0.26,280,-52.8,False
0.26,285,-54.10000000000001,False
0.26,290,-55.400000000000006,False
0.26,295,-56.7,False
0.26,300,-58.0,False
0.26,305,-59.3,False
0.26,310,-60.60000000000001,False
0.26,315,-61.900000000000006,False
0.26,320,-63.2,False
0.26,325,-64.5,False
0.26,330,-65.8,False
0.26,335,-67.10000000000001,False
0.26,340,-68.4,False
0.26,345,-69.7,False
0.26,350,-71.0,False
0.26,355,-72.3,False
0.26,360,-73.60000000000001,False
0.26,365,-74.9,False
0.26,370,-76.2,False
0.26,375,-77.5,False
0.26,380,-78.8,False
0.26,385,-80.10000000000001,False
0.26,390,-81.4,False
0.26,395,-82.7,False
0.26,400,-84.0,False
0.26,405,-85.3,False
0.26,410,-86.60000000000001,False
0.26,415,-87.9,False
0.26,420,-89.2,False
0.26,425,-90.5,False
0.26,430,-91.8,False
0.26,435,-93.10000000000001,False
0.26,440,-94.4,False
0.26,445,-95.7,False
0.26,450,-97.0,False
0.26,455,-98.3,False
0.26,460,-99.60000000000001,False
0.26,465,-100.9,False
0.26,470,-102.2,False
0.26,475,-103.5,False
0.26,480,-104.80000000000001,False
0.26,485,-106.10000000000001,False
0.26,490,-107.4,False
0.26,495,-108.70000000000002,False
0.26,500,-110.0,False
0.27,0,20.0,True
0.27,5,18.65,True
0.27,10,17.3,True
0.27,15,15.95,True
0.27,20,14.6,True
0.27,25,13.25,True
0.27,30,11.899999999999999,True
0.27,35,10.549999999999999,True
0.27,40,9.2,True
0.27,45,7.85,True
0.27,50,6.5,True
0.27,55,5.149999999999999,True
0.27,60,3.799999999999997,True
0.27,65,2.4499999999999993,True
0.27,70,1.0999999999999979,True
0.27,75,-0.25,False
0.27,80,-1.6000000000000014,False
0.27,85,-2.950000000000003,False
0.27,90,-4.300000000000001,False
0.27,95,-5.650000000000002,False
0.27,100,-7.0,False
0.27,105,-8.350000000000001,False
0.27,110,-9.700000000000003,False
0.27,115,-11.05,False
0.27,120,-12.400000000000006,False
0.27,125,-13.75,False
0.27,130,-15.100000000000001,False
0.27,135,-16.450000000000003,False
0.27,140,-17.800000000000004,False
0.27,145,-19.150000000000006,False
0.27,150,-20.5,False
0.27,155,-21.85,False
0.27,160,-23.200000000000003,False
0.27,165,-24.550000000000004,False
0.27,170,-25.900000000000006,False
0.27,175,-27.25,False
0.27,180,-28.6,False
0.27,185,-29.950000000000003,False
0.27,190,-31.300000000000004,False
0.27,195,-32.650000000000006,False
0.27,200,-34.0,False
0.27,205,-35.35,False
0.27,210,-36.7,False
0.27,215,-38.050000000000004,False
0.27,220,-39.400000000000006,False
0.27,225,-40.75000000000001,False
0.27,230,-42.1,False
0.27,235,-43.45,False
0.27,240,-44.80000000000001,False
0.27,245,-46.150000000000006,False
0.27,250,-47.5,False
0.27,255,-48.85000000000001,False
0.27,260,-50.2,False
0.27,265,-51.55000000000001,False
0.27,270,-52.900000000000006,False
0.27,275,-54.25,False
0.27,280,-55.60000000000001,False
0.27,285,-56.95,False
0.27,290,-58.30000000000001,False
0.27,295,-59.650000000000006,False
0.27,300,-61.0,False
0.27,305,-62.35000000000001,False
0.27,310,-63.7,False
0.27,315,-65.05000000000001,False
0.27,320,-66.4,False
0.27,325,-67.75,False
0.27,330,-69.10000000000001,False
0.27,335,-70.45,False
0.27,340,-71.80000000000001,False
0.27,345,-73.15,False
0.27,350,-74.5,False
0.27,355,-75.85000000000001,False
0.27,360,-77.2,False
0.27,365,-78.55000000000001,False
0.27,370,-79.9,False
0.27,375,-81.25,False
0.27,380,-82.60000000000001,False
0.27,385,-83.95,False
0.27,390,-85.30000000000001,False
0.27,395,-86.65,False
0.27,400,-88.0,False
0.27,405,-89.35000000000001,False
0.27,410,-90.7,False
0.27,415,-92.05000000000001,False
0.27,420,-93.4,False
0.27,425,-94.75000000000001,False
0.27,430,-96.10000000000001,False
0.27,435,-97.45,False
0.27,440,-98.80000000000001,False
0.27,445,-100.15,False
0.27,450,-101.50000000000001,False
0.27,455,-102.85000000000001,False
0.27,460,-104.2,False
0.27,465,-105.55000000000001,False
0.27,470,-106.9,False
0.27,475,-108.25,False
0.27,480,-109.60000000000002,False
0.27,485,-110.95000000000002,False
0.27,490,-112.30000000000001,False
0.27,495,-113.65,False
0.27,500,-115.0,False
0.28,0,20.0,True
0.28,5,18.6,True
0.28,10,17.2,True
0.28,15,15.8,True
0.28,20,14.399999999999999,True
0.28,25,13.0,True
0.28,30,11.6,True
0.28,35,10.2,True
0.28,40,8.799999999999999,True
0.28,45,7.399999999999999,True
0.28,50,5.999999999999998,True
0.28,55,4.599999999999998,True
0.28,60,3.1999999999999993,True
0.28,65,1.7999999999999972,True
0.28,70,0.3999999999999986,True
0.28,75,-1.0000000000000036,False
0.28,80,-2.400000000000002,False
0.28,85,-3.8000000000000007,False
0.28,90,-5.200000000000003,False
0.28,95,-6.600000000000001,False
0.28,100,-8.000000000000004,False
0.28,105,-9.400000000000002,False
0.28,110,-10.800000000000004,False
0.28,115,-12.200000000000003,False
0.28,120,-13.600000000000001,False
0.28,125,-15.0,False
0.28,130,-16.400000000000006,False
0.28,135,-17.800000000000004,False
0.28,140,-19.200000000000003,False
0.28,145,-20.6,False
0.28,150,-22.000000000000007,False
0.28,155,-23.400000000000006,False
0.28,160,-24.800000000000004,False
0.28,165,-26.200000000000003,False
0.28,170,-27.6,False
0.28,175,-29.000000000000007,False
0.28,180,-30.400000000000006,False
0.28,185,-31.800000000000004,False
0.28,190,-33.2,False
0.28,195,-34.60000000000001,False
0.28,200,-36.00000000000001,False
0.28,205,-37.400000000000006,False
0.28,210,-38.800000000000004,False
0.28,215,-40.2,False
0.28,220,-41.60000000000001,False
0.28,225,-43.00000000000001,False
0.28,230,-44.400000000000006,False
0.28,235,-45.80000000000001,False
0.28,240,-47.2,False
0.28,245,-48.60000000000001,False
0.28,250,-50.0,False
0.28,255,-51.400000000000006,False
0.28,260,-52.80000000000001,False
0.28,265,-54.2,False
0.28,270,-55.60000000000001,False
0.28,275,-57.000000000000014,False
0.28,280,-58.400000000000006,False
0.28,285,-59.80000000000001,False
0.28,290,-61.2,False
0.28,295,-62.60000000000001,False
0.28,300,-64.00000000000001,False
0.28,305,-65.4,False
0.28,310,-66.80000000000001,False
0.28,315,-68.2,False
0.28,320,-69.60000000000001,False
0.28,325,-71.00000000000001,False
0.28,330,-72.4,False
0.28,335,-73.80000000000001,False
0.28,340,-75.2,False
0.28,345,-76.60000000000001,False
0.28,350,-78.00000000000001,False
0.28,355,-79.4,False
0.28,360,-80.80000000000001,False
0.28,365,-82.2,False
0.28,370,-83.60000000000001,False
0.28,375,-85.00000000000001,False
0.28,380,-86.4,False
0.28,385,-87.80000000000001,False
0.28,390,-89.20000000000002,False
0.28,395,-90.60000000000001,False
0.28,400,-92.00000000000001,False
0.28,405,-93.4,False
0.28,410,-94.80000000000001,False
0.28,415,-96.20000000000002,False
0.28,420,-97.60000000000001,False
0.28,425,-99.00000000000001,False
0.28,430,-100.4,False
0.28,435,-101.80000000000001,False
0.28,440,-103.20000000000002,False
0.28,445,-104.60000000000001,False
0.28,450,-106.00000000000001,False
0.28,455,-107.4,False
0.28,460,-108.80000000000001,False
0.28,465,-110.20000000000002,False
0.28,470,-111.60000000000002,False
0.28,475,-113.0,False
0.28,480,-114.4,False
0.28,485,-115.80000000000001,False
0.28,490,-117.20000000000002,False
0.28,495,-118.60000000000002,False
0.28,500,-120.0,False
0.29,0,20.0,True
0.29,5,18.55,True
0.29,10,17.1,True
0.29,15,15.65,True
0.29,20,14.2,True
0.29,25,12.75,True
0.29,30,11.3,True
0.29,35,9.850000000000001,True
