p,firm_penalty,firm_honest_payoff,firm_bribe_payoff,firm_prefers_bribe
0.51,280,30.0,-72.80000000000001,False
0.51,285,30.0,-75.35,False
0.51,290,30.0,-77.9,False
0.51,295,30.0,-80.44999999999999,False
0.51,300,30.0,-83.0,False
0.51,305,30.0,-85.55000000000001,False
0.51,310,30.0,-88.1,False
0.51,315,30.0,-90.65,False
0.51,320,30.0,-93.19999999999999,False
0.51,325,30.0,-95.75,False
0.51,330,30.0,-98.30000000000001,False
0.51,335,30.0,-100.85,False
0.51,340,30.0,-103.4,False
0.51,345,30.0,-105.95000000000002,False
0.51,350,30.0,-108.5,False
0.51,355,30.0,-111.05000000000001,False
0.51,360,30.0,-113.6,False
0.51,365,30.0,-116.15,False
0.51,370,30.0,-118.70000000000002,False
0.51,375,30.0,-121.25,False
0.51,380,30.0,-123.80000000000001,False
0.51,385,30.0,-126.35,False
0.51,390,30.0,-128.9,False
0.51,395,30.0,-131.45000000000002,False
0.51,400,30.0,-134.0,False
0.51,405,30.0,-136.55,False
0.51,410,30.0,-139.1,False
0.51,415,30.0,-141.65,False
0.51,420,30.0,-144.20000000000002,False
0.51,425,30.0,-146.75,False
0.51,430,30.0,-149.3,False
0.51,435,30.0,-151.85,False
0.51,440,30.0,-154.4,False
0.51,445,30.0,-156.95000000000002,False
0.51,450,30.0,-159.5,False
0.51,455,30.0,-162.05,False
0.51,460,30.0,-164.6,False
0.51,465,30.0,-167.15,False
0.51,470,30.0,-169.70000000000002,False
0.51,475,30.0,-172.25,False
0.51,480,30.0,-174.8,False
0.51,485,30.0,-177.35,False
0.51,490,30.0,-179.9,False
0.51,495,30.0,-182.45000000000002,False
0.51,500,30.0,-185.0,False
0.52,0,30.0,70.0,True
0.52,5,30.0,67.4,True
0.52,10,30.0,64.8,True
0.52,15,30.0,62.2,True
0.52,20,30.0,59.6,True
0.52,25,30.0,57.0,True
0.52,30,30.0,54.4,True
0.52,35,30.0,51.8,True
0.52,40,30.0,49.2,True
0.52,45,30.0,46.599999999999994,True
0.52,50,30.0,44.0,True
0.52,55,30.0,41.4,True
0.52,60,30.0,38.8,True
0.52,65,30.0,36.199999999999996,True
0.52,70,30.0,33.6,True
0.52,75,30.0,31.0,True
0.52,80,30.0,28.4,False
0.52,85,30.0,25.799999999999997,False
0.52,90,30.0,23.199999999999996,False
0.52,95,30.0,20.6,False
0.52,100,30.0,18.0,False
0.52,105,30.0,15.399999999999999,False
0.52,110,30.0,12.799999999999997,False
0.52,115,30.0,10.199999999999996,False
0.52,120,30.0,7.599999999999994,False
0.52,125,30.0,5.0,False
0.52,130,30.0,2.3999999999999915,False
0.52,135,30.0,-0.20000000000000284,False
0.52,140,30.0,-2.799999999999997,False
0.52,145,30.0,-5.400000000000006,False
0.52,150,30.0,-8.0,False
0.52,155,30.0,-10.600000000000009,False
0.52,160,30.0,-13.200000000000003,False
0.52,165,30.0,-15.799999999999997,False
0.52,170,30.0,-18.400000000000006,False
0.52,175,30.0,-21.0,False
0.52,180,30.0,-23.60000000000001,False
0.52,185,30.0,-26.200000000000003,False
0.52,190,30.0,-28.799999999999997,False
0.52,195,30.0,-31.400000000000006,False
0.52,200,30.0,-34.0,False
0.52,205,30.0,-36.60000000000001,False
0.52,210,30.0,-39.2,False
0.52,215,30.0,-41.8,False
0.52,220,30.0,-44.400000000000006,False
0.52,225,30.0,-47.0,False
0.52,230,30.0,-49.60000000000001,False
0.52,235,30.0,-52.2,False
0.52,240,30.0,-54.80000000000001,False
0.52,245,30.0,-57.400000000000006,False
0.52,250,30.0,-60.0,False
0.52,255,30.0,-62.599999999999994,False
0.52,260,30.0,-65.20000000000002,False
0.52,265,30.0,-67.80000000000001,False
0.52,270,30.0,-70.4,False
0.52,275,30.0,-73.0,False
0.52,280,30.0,-75.6,False
0.52,285,30.0,-78.20000000000002,False
0.52,290,30.0,-80.80000000000001,False
0.52,295,30.0,-83.4,False
0.52,300,30.0,-86.0,False
0.52,305,30.0,-88.6,False
0.52,310,30.0,-91.20000000000002,False
0.52,315,30.0,-93.80000000000001,False
0.52,320,30.0,-96.4,False
0.52,325,30.0,-99.0,False
0.52,330,30.0,-101.6,False
0.52,335,30.0,-104.20000000000002,False
0.52,340,30.0,-106.80000000000001,False
0.52,345,30.0,-109.4,False
0.52,350,30.0,-112.0,False
0.52,355,30.0,-114.6,False
0.52,360,30.0,-117.20000000000002,False
0.52,365,30.0,-119.80000000000001,False
0.52,370,30.0,-122.4,False
0.52,375,30.0,-125.0,False
0.52,380,30.0,-127.6,False
0.52,385,30.0,-130.20000000000002,False
0.52,390,30.0,-132.8,False
0.52,395,30.0,-135.4,False
0.52,400,30.0,-138.0,False
0.52,405,30.0,-140.6,False
0.52,410,30.0,-143.20000000000002,False
0.52,415,30.0,-145.8,False
0.52,420,30.0,-148.4,False
0.52,425,30.0,-151.0,False
0.52,430,30.0,-153.6,False
0.52,435,30.0,-156.20000000000002,False
0.52,440,30.0,-158.8,False
0.52,445,30.0,-161.4,False
0.52,450,30.0,-164.0,False
0.52,455,30.0,-166.6,False
0.52,460,30.0,-169.20000000000002,False
0.52,465,30.0,-171.8,False
0.52,470,30.0,-174.4,False
0.52,475,30.0,-177.0,False
0.52,480,30.0,-179.60000000000002,False
0.52,485,30.0,-182.20000000000002,False
0.52,490,30.0,-184.8,False
0.52,495,30.0,-187.40000000000003,False
0.52,500,30.0,-190.0,False
0.53,0,30.0,70.0,True
0.53,5,30.0,67.35,True
0.53,10,30.0,64.7,True
0.53,15,30.0,62.05,True
0.53,20,30.0,59.4,True
0.53,25,30.0,56.75,True
0.53,30,30.0,54.1,True
0.53,35,30.0,51.45,True
0.53,40,30.0,48.8,True
0.53,45,30.0,46.15,True
0.53,50,30.0,43.5,True
0.53,55,30.0,40.849999999999994,True
0.53,60,30.0,38.2,True
0.53,65,30.0,35.55,True
0.53,70,30.0,32.9,True
0.53,75,30.0,30.25,True
0.53,80,30.0,27.599999999999994,False
0.53,85,30.0,24.949999999999996,False
0.53,90,30.0,22.299999999999997,False
0.53,95,30.0,19.65,False
0.53,100,30.0,17.0,False
0.53,105,30.0,14.349999999999994,False
0.53,110,30.0,11.699999999999996,False
0.53,115,30.0,9.049999999999997,False
0.53,120,30.0,6.399999999999999,False
0.53,125,30.0,3.75,False
0.53,130,30.0,1.0999999999999943,False
0.53,135,30.0,-1.5499999999999972,False
0.53,140,30.0,-4.200000000000003,False
0.53,145,30.0,-6.8500000000000085,False
0.53,150,30.0,-9.5,False
0.53,155,30.0,-12.150000000000006,False
0.53,160,30.0,-14.800000000000011,False
0.53,165,30.0,-17.450000000000003,False
0.53,170,30.0,-20.10000000000001,False
0.53,175,30.0,-22.75,False
0.53,180,30.0,-25.400000000000006,False
0.53,185,30.0,-28.05000000000001,False
0.53,190,30.0,-30.700000000000003,False
0.53,195,30.0,-33.35000000000001,False
0.53,200,30.0,-36.0,False
0.53,205,30.0,-38.650000000000006,False
0.53,210,30.0,-41.30000000000001,False
0.53,215,30.0,-43.95,False
0.53,220,30.0,-46.60000000000001,False
0.53,225,30.0,-49.25,False
0.53,230,30.0,-51.900000000000006,False
0.53,235,30.0,-54.55000000000001,False
0.53,240,30.0,-57.2,False
0.53,245,30.0,-59.849999999999994,False
0.53,250,30.0,-62.5,False
0.53,255,30.0,-65.15,False
0.53,260,30.0,-67.80000000000001,False
0.53,265,30.0,-70.45000000000002,False
0.53,270,30.0,-73.1,False
0.53,275,30.0,-75.75,False
0.53,280,30.0,-78.4,False
0.53,285,30.0,-81.05000000000001,False
0.53,290,30.0,-83.70000000000002,False
0.53,295,30.0,-86.35,False
0.53,300,30.0,-89.0,False
0.53,305,30.0,-91.65,False
0.53,310,30.0,-94.30000000000001,False
0.53,315,30.0,-96.95000000000002,False
0.53,320,30.0,-99.60000000000002,False
0.53,325,30.0,-102.25,False
0.53,330,30.0,-104.9,False
0.53,335,30.0,-107.55000000000001,False
0.53,340,30.0,-110.20000000000002,False
0.53,345,30.0,-112.85000000000002,False
0.53,350,30.0,-115.5,False
0.53,355,30.0,-118.15,False
0.53,360,30.0,-120.80000000000001,False
0.53,365,30.0,-123.45000000000002,False
0.53,370,30.0,-126.10000000000002,False
0.53,375,30.0,-128.75,False
0.53,380,30.0,-131.4,False
0.53,385,30.0,-134.05,False
0.53,390,30.0,-136.70000000000002,False
0.53,395,30.0,-139.35000000000002,False
0.53,400,30.0,-142.0,False
0.53,405,30.0,-144.65,False
0.53,410,30.0,-147.3,False
0.53,415,30.0,-149.95000000000002,False
0.53,420,30.0,-152.60000000000002,False
0.53,425,30.0,-155.25,False
0.53,430,30.0,-157.9,False
0.53,435,30.0,-160.55,False
0.53,440,30.0,-163.20000000000002,False
0.53,445,30.0,-165.85000000000002,False
0.53,450,30.0,-168.5,False
0.53,455,30.0,-171.15,False
0.53,460,30.0,-173.8,False
0.53,465,30.0,-176.45000000000002,False
0.53,470,30.0,-179.10000000000002,False
0.53,475,30.0,-181.75,False
0.53,480,30.0,-184.4,False
0.53,485,30.0,-187.05,False
0.53,490,30.0,-189.7,False
0.53,495,30.0,-192.35000000000002,False
0.53,500,30.0,-195.0,False
0.54,0,30.0,70.0,True
0.54,5,30.0,67.3,True
0.54,10,30.0,64.6,True
0.54,15,30.0,61.9,True
0.54,20,30.0,59.2,True
0.54,25,30.0,56.5,True
0.54,30,30.0,53.8,True
0.54,35,30.0,51.099999999999994,True
0.54,40,30.0,48.4,True
0.54,45,30.0,45.7,True
0.54,50,30.0,43.0,True
0.54,55,30.0,40.3,True
0.54,60,30.0,37.599999999999994,True
0.54,65,30.0,34.9,True
0.54,70,30.0,32.199999999999996,True
0.54,75,30.0,29.5,False
0.54,80,30.0,26.799999999999997,False
0.54,85,30.0,24.099999999999994,False
0.54,90,30.0,21.4,False
0.54,95,30.0,18.699999999999996,False
0.54,100,30.0,16.0,False
0.54,105,30.0,13.299999999999997,False
0.54,110,30.0,10.599999999999994,False
0.54,115,30.0,7.899999999999999,False
0.54,120,30.0,5.199999999999989,False
0.54,125,30.0,2.5,False
0.54,130,30.0,-0.20000000000000284,False
0.54,135,30.0,-2.9000000000000057,False
0.54,140,30.0,-5.6000000000000085,False
0.54,145,30.0,-8.300000000000011,False
0.54,150,30.0,-11.0,False
0.54,155,30.0,-13.700000000000003,False
0.54,160,30.0,-16.400000000000006,False
0.54,165,30.0,-19.10000000000001,False
0.54,170,30.0,-21.80000000000001,False
0.54,175,30.0,-24.5,False
0.54,180,30.0,-27.200000000000003,False
0.54,185,30.0,-29.900000000000006,False
0.54,190,30.0,-32.60000000000001,False
0.54,195,30.0,-35.30000000000001,False
0.54,200,30.0,-38.0,False
0.54,205,30.0,-40.7,False
0.54,210,30.0,-43.400000000000006,False
0.54,215,30.0,-46.10000000000001,False
0.54,220,30.0,-48.80000000000001,False
0.54,225,30.0,-51.500000000000014,False
0.54,230,30.0,-54.2,False
0.54,235,30.0,-56.900000000000006,False
0.54,240,30.0,-59.60000000000002,False
0.54,245,30.0,-62.30000000000001,False
0.54,250,30.0,-65.0,False
0.54,255,30.0,-67.70000000000002,False
0.54,260,30.0,-70.4,False
0.54,265,30.0,-73.10000000000002,False
0.54,270,30.0,-75.80000000000001,False
0.54,275,30.0,-78.5,False
0.54,280,30.0,-81.20000000000002,False
0.54,285,30.0,-83.9,False
0.54,290,30.0,-86.60000000000002,False
0.54,295,30.0,-89.30000000000001,False
0.54,300,30.0,-92.0,False
0.54,305,30.0,-94.70000000000002,False
0.54,310,30.0,-97.4,False
0.54,315,30.0,-100.10000000000002,False
0.54,320,30.0,-102.80000000000001,False
0.54,325,30.0,-105.5,False
0.54,330,30.0,-108.20000000000002,False
0.54,335,30.0,-110.9,False
0.54,340,30.0,-113.60000000000002,False
0.54,345,30.0,-116.30000000000001,False
0.54,350,30.0,-119.0,False
0.54,355,30.0,-121.70000000000002,False
0.54,360,30.0,-124.4,False
0.54,365,30.0,-127.10000000000002,False
0.54,370,30.0,-129.8,False
0.54,375,30.0,-132.5,False
0.54,380,30.0,-135.20000000000002,False
0.54,385,30.0,-137.9,False
0.54,390,30.0,-140.60000000000002,False
0.54,395,30.0,-143.3,False
0.54,400,30.0,-146.0,False
0.54,405,30.0,-148.70000000000002,False
0.54,410,30.0,-151.4,False
0.54,415,30.0,-154.10000000000002,False
0.54,420,30.0,-156.8,False
0.54,425,30.0,-159.50000000000003,False
0.54,430,30.0,-162.20000000000002,False
0.54,435,30.0,-164.9,False
0.54,440,30.0,-167.60000000000002,False
0.54,445,30.0,-170.3,False
0.54,450,30.0,-173.00000000000003,False
0.54,455,30.0,-175.70000000000002,False
0.54,460,30.0,-178.4,False
0.54,465,30.0,-181.10000000000002,False
0.54,470,30.0,-183.8,False
0.54,475,30.0,-186.5,False
0.54,480,30.0,-189.20000000000005,False
0.54,485,30.0,-191.90000000000003,False
0.54,490,30.0,-194.60000000000002,False
0.54,495,30.0,-197.3,False
0.54,500,30.0,-200.0,False
0.55,0,30.0,70.0,True
0.55,5,30.0,67.25,True
0.55,10,30.0,64.5,True
0.55,15,30.0,61.75,True
0.55,20,30.0,59.0,True
0.55,25,30.0,56.25,True
0.55,30,30.0,53.5,True
0.55,35,30.0,50.75,True
0.55,40,30.0,48.0,True
0.55,45,30.0,45.25,True
0.55,50,30.0,42.5,True
0.55,55,30.0,39.75,True
0.55,60,30.0,37.0,True
0.55,65,30.0,34.25,True
0.55,70,30.0,31.5,True
0.55,75,30.0,28.75,False
0.55,80,30.0,26.0,False
0.55,85,30.0,23.249999999999993,False
0.55,90,30.0,20.499999999999993,False
0.55,95,30.0,17.749999999999993,False
0.55,100,30.0,14.999999999999993,False
0.55,105,30.0,12.249999999999993,False
0.55,110,30.0,9.499999999999993,False
0.55,115,30.0,6.749999999999993,False
0.55,120,30.0,4.0,False
0.55,125,30.0,1.25,False
0.55,130,30.0,-1.5,False
0.55,135,30.0,-4.25,False
0.55,140,30.0,-7.0,False
0.55,145,30.0,-9.75,False
0.55,150,30.0,-12.5,False
0.55,155,30.0,-15.25,False
0.55,160,30.0,-18.0,False
0.55,165,30.0,-20.750000000000014,False
0.55,170,30.0,-23.500000000000014,False
0.55,175,30.0,-26.250000000000014,False
0.55,180,30.0,-29.000000000000014,False
0.55,185,30.0,-31.750000000000014,False
0.55,190,30.0,-34.500000000000014,False
0.55,195,30.0,-37.250000000000014,False
0.55,200,30.0,-40.000000000000014,False
0.55,205,30.0,-42.750000000000014,False
0.55,210,30.0,-45.500000000000014,False
0.55,215,30.0,-48.250000000000014,False
0.55,220,30.0,-51.000000000000014,False
0.55,225,30.0,-53.750000000000014,False
0.55,230,30.0,-56.500000000000014,False
0.55,235,30.0,-59.25,False
0.55,240,30.0,-62.0,False
0.55,245,30.0,-64.75,False
0.55,250,30.0,-67.5,False
0.55,255,30.0,-70.25,False
0.55,260,30.0,-73.0,False
0.55,265,30.0,-75.75,False
0.55,270,30.0,-78.5,False
0.55,275,30.0,-81.25,False
0.55,280,30.0,-84.0,False
0.55,285,30.0,-86.75,False
0.55,290,30.0,-89.5,False
0.55,295,30.0,-92.25,False
0.55,300,30.0,-95.0,False
0.55,305,30.0,-97.75,False
0.55,310,30.0,-100.5,False
0.55,315,30.0,-103.25,False
0.55,320,30.0,-106.0,False
0.55,325,30.0,-108.75000000000003,False
0.55,330,30.0,-111.50000000000003,False
0.55,335,30.0,-114.25000000000003,False
0.55,340,30.0,-117.00000000000003,False
0.55,345,30.0,-119.75000000000003,False
0.55,350,30.0,-122.50000000000003,False
0.55,355,30.0,-125.25000000000003,False
0.55,360,30.0,-128.00000000000003,False
0.55,365,30.0,-130.75000000000003,False
0.55,370,30.0,-133.50000000000003,False
0.55,375,30.0,-136.25000000000003,False
0.55,380,30.0,-139.00000000000003,False
0.55,385,30.0,-141.75000000000003,False
0.55,390,30.0,-144.50000000000003,False
0.55,395,30.0,-147.25000000000003,False
0.55,400,30.0,-150.00000000000003,False
0.55,405,30.0,-152.75000000000003,False
0.55,410,30.0,-155.50000000000003,False
0.55,415,30.0,-158.25000000000003,False
0.55,420,30.0,-161.00000000000003,False
0.55,425,30.0,-163.75000000000003,False
0.55,430,30.0,-166.50000000000003,False
0.55,435,30.0,-169.25000000000003,False
0.55,440,30.0,-172.00000000000003,False
0.55,445,30.0,-174.75000000000003,False
0.55,450,30.0,-177.50000000000003,False
0.55,455,30.0,-180.25000000000003,False
0.55,460,30.0,-183.00000000000003,False
0.55,465,30.0,-185.75000000000003,False
0.55,470,30.0,-188.5,False
0.55,475,30.0,-191.25,False
0.55,480,30.0,-194.0,False
0.55,485,30.0,-196.75,False
0.55,490,30.0,-199.5,False
0.55,495,30.0,-202.25,False
0.55,500,30.0,-205.0,False
0.56,0,30.0,70.0,True
0.56,5,30.0,67.2,True
0.56,10,30.0,64.4,True
0.56,15,30.0,61.6,True
0.56,20,30.0,58.8,True
0.56,25,30.0,56.0,True
0.56,30,30.0,53.2,True
0.56,35,30.0,50.4,True
0.56,40,30.0,47.599999999999994,True
0.56,45,30.0,44.8,True
0.56,50,30.0,42.0,True
0.56,55,30.0,39.199999999999996,True
0.56,60,30.0,36.4,True
0.56,65,30.0,33.599999999999994,True
0.56,70,30.0,30.799999999999997,True
0.56,75,30.0,27.999999999999993,False
0.56,80,30.0,25.199999999999996,False
0.56,85,30.0,22.4,False
0.56,90,30.0,19.599999999999994,False
0.56,95,30.0,16.799999999999997,False
0.56,100,30.0,13.999999999999993,False
0.56,105,30.0,11.199999999999996,False
0.56,110,30.0,8.399999999999991,False
0.56,115,30.0,5.599999999999994,False
0.56,120,30.0,2.799999999999997,False
0.56,125,30.0,0.0,False
0.56,130,30.0,-2.8000000000000114,False
0.56,135,30.0,-5.6000000000000085,False
0.56,140,30.0,-8.400000000000006,False
0.56,145,30.0,-11.200000000000003,False
0.56,150,30.0,-14.000000000000014,False
0.56,155,30.0,-16.80000000000001,False
0.56,160,30.0,-19.60000000000001,False
0.56,165,30.0,-22.400000000000006,False
0.56,170,30.0,-25.200000000000003,False
0.56,175,30.0,-28.000000000000014,False
0.56,180,30.0,-30.80000000000001,False
0.56,185,30.0,-33.60000000000001,False
0.56,190,30.0,-36.400000000000006,False
0.56,195,30.0,-39.20000000000002,False
0.56,200,30.0,-42.000000000000014,False
0.56,205,30.0,-44.80000000000001,False
0.56,210,30.0,-47.60000000000001,False
0.56,215,30.0,-50.400000000000006,False
0.56,220,30.0,-53.20000000000002,False
0.56,225,30.0,-56.000000000000014,False
0.56,230,30.0,-58.80000000000001,False
0.56,235,30.0,-61.60000000000002,False
0.56,240,30.0,-64.4,False
0.56,245,30.0,-67.20000000000002,False
0.56,250,30.0,-70.0,False
0.56,255,30.0,-72.80000000000001,False
0.56,260,30.0,-75.60000000000002,False
0.56,265,30.0,-78.4,False
0.56,270,30.0,-81.20000000000002,False
0.56,275,30.0,-84.00000000000003,False
0.56,280,30.0,-86.80000000000001,False
0.56,285,30.0,-89.60000000000002,False
0.56,290,30.0,-92.4,False
0.56,295,30.0,-95.20000000000002,False
0.56,300,30.0,-98.00000000000003,False
0.56,305,30.0,-100.80000000000001,False
0.56,310,30.0,-103.60000000000002,False
0.56,315,30.0,-106.4,False
0.56,320,30.0,-109.20000000000002,False
0.56,325,30.0,-112.00000000000003,False
0.56,330,30.0,-114.80000000000001,False
0.56,335,30.0,-117.60000000000002,False
0.56,340,30.0,-120.4,False
0.56,345,30.0,-123.20000000000002,False
0.56,350,30.0,-126.00000000000003,False
0.56,355,30.0,-128.8,False
0.56,360,30.0,-131.60000000000002,False
0.56,365,30.0,-134.4,False
0.56,370,30.0,-137.20000000000002,False
0.56,375,30.0,-140.00000000000003,False
0.56,380,30.0,-142.8,False
0.56,385,30.0,-145.60000000000002,False
0.56,390,30.0,-148.40000000000003,False
0.56,395,30.0,-151.20000000000002,False
0.56,400,30.0,-154.00000000000003,False
0.56,405,30.0,-156.8,False
0.56,410,30.0,-159.60000000000002,False
0.56,415,30.0,-162.40000000000003,False
0.56,420,30.0,-165.20000000000002,False
0.56,425,30.0,-168.00000000000003,False
0.56,430,30.0,-170.8,False
0.56,435,30.0,-173.60000000000002,False
0.56,440,30.0,-176.40000000000003,False
0.56,445,30.0,-179.20000000000002,False
0.56,450,30.0,-182.00000000000003,False
0.56,455,30.0,-184.8,False
0.56,460,30.0,-187.60000000000002,False
0.56,465,30.0,-190.40000000000003,False
0.56,470,30.0,-193.20000000000005,False
0.56,475,30.0,-196.0,False
0.56,480,30.0,-198.8,False
0.56,485,30.0,-201.60000000000002,False
0.56,490,30.0,-204.40000000000003,False
0.56,495,30.0,-207.20000000000005,False
0.56,500,30.0,-210.0,False
0.5700000000000001,0,30.0,70.0,True
0.5700000000000001,5,30.0,67.15,True
0.5700000000000001,10,30.0,64.3,True
0.5700000000000001,15,30.0,61.45,True
0.5700000000000001,20,30.0,58.599999999999994,True
0.5700000000000001,25,30.0,55.75,True
0.5700000000000001,30,30.0,52.9,True
0.5700000000000001,35,30.0,50.05,True
0.5700000000000001,40,30.0,47.199999999999996,True
0.5700000000000001,45,30.0,44.349999999999994,True
0.5700000000000001,50,30.0,41.5,True
0.5700000000000001,55,30.0,38.64999999999999,True
0.5700000000000001,60,30.0,35.8,True
0.5700000000000001,65,30.0,32.949999999999996,True
0.5700000000000001,70,30.0,30.099999999999994,True
0.5700000000000001,75,30.0,27.249999999999993,False
0.5700000000000001,80,30.0,24.39999999999999,False
0.5700000000000001,85,30.0,21.549999999999997,False
0.5700000000000001,90,30.0,18.699999999999996,False
0.5700000000000001,95,30.0,15.849999999999994,False
0.5700000000000001,100,30.0,12.999999999999993,False
0.5700000000000001,105,30.0,10.149999999999991,False
0.5700000000000001,110,30.0,7.29999999999999,False
0.5700000000000001,115,30.0,4.449999999999989,False
0.5700000000000001,120,30.0,1.5999999999999943,False
0.5700000000000001,125,30.0,-1.2500000000000142,False
0.5700000000000001,130,30.0,-4.1000000000000085,False
0.5700000000000001,135,30.0,-6.950000000000003,False
0.5700000000000001,140,30.0,-9.800000000000011,False
0.5700000000000001,145,30.0,-12.650000000000006,False
0.5700000000000001,150,30.0,-15.500000000000014,False
0.5700000000000001,155,30.0,-18.35000000000001,False
0.5700000000000001,160,30.0,-21.200000000000017,False
0.5700000000000001,165,30.0,-24.05000000000001,False
0.5700000000000001,170,30.0,-26.900000000000006,False
0.5700000000000001,175,30.0,-29.750000000000014,False
0.5700000000000001,180,30.0,-32.60000000000001,False
0.5700000000000001,185,30.0,-35.45000000000002,False
0.5700000000000001,190,30.0,-38.30000000000001,False
0.5700000000000001,195,30.0,-41.150000000000006,False
0.5700000000000001,200,30.0,-44.000000000000014,False
0.5700000000000001,205,30.0,-46.85000000000001,False
0.5700000000000001,210,30.0,-49.70000000000002,False
0.5700000000000001,215,30.0,-52.55000000000001,False
0.5700000000000001,220,30.0,-55.40000000000002,False
0.5700000000000001,225,30.0,-58.25,False
0.5700000000000001,230,30.0,-61.10000000000002,False
0.5700000000000001,235,30.0,-63.95000000000002,False
0.5700000000000001,240,30.0,-66.80000000000001,False
0.5700000000000001,245,30.0,-69.65,False
0.5700000000000001,250,30.0,-72.50000000000003,False
0.5700000000000001,255,30.0,-75.35000000000002,False
0.5700000000000001,260,30.0,-78.20000000000002,False
0.5700000000000001,265,30.0,-81.05000000000001,False
0.5700000000000001,270,30.0,-83.9,False
0.5700000000000001,275,30.0,-86.75000000000003,False
0.5700000000000001,280,30.0,-89.60000000000002,False
0.5700000000000001,285,30.0,-92.45000000000002,False
0.5700000000000001,290,30.0,-95.30000000000001,False
0.5700000000000001,295,30.0,-98.15,False
0.5700000000000001,300,30.0,-101.00000000000003,False
0.5700000000000001,305,30.0,-103.85000000000002,False
0.5700000000000001,310,30.0,-106.70000000000002,False
0.5700000000000001,315,30.0,-109.55000000000001,False
0.5700000000000001,320,30.0,-112.40000000000003,False
0.5700000000000001,325,30.0,-115.25000000000003,False
0.5700000000000001,330,30.0,-118.10000000000002,False
0.5700000000000001,335,30.0,-120.95000000000002,False
0.5700000000000001,340,30.0,-123.80000000000001,False
0.5700000000000001,345,30.0,-126.65000000000003,False
0.5700000000000001,350,30.0,-129.50000000000003,False
0.5700000000000001,355,30.0,-132.35000000000002,False
0.5700000000000001,360,30.0,-135.20000000000002,False
0.5700000000000001,365,30.0,-138.05,False
0.5700000000000001,370,30.0,-140.90000000000003,False
0.5700000000000001,375,30.0,-143.75000000000003,False
0.5700000000000001,380,30.0,-146.60000000000002,False
0.5700000000000001,385,30.0,-149.45000000000002,False
0.5700000000000001,390,30.0,-152.3,False
0.5700000000000001,395,30.0,-155.15000000000003,False
0.5700000000000001,400,30.0,-158.00000000000003,False
0.5700000000000001,405,30.0,-160.85000000000002,False
0.5700000000000001,410,30.0,-163.70000000000002,False
0.5700000000000001,415,30.0,-166.55000000000004,False
0.5700000000000001,420,30.0,-169.40000000000003,False
0.5700000000000001,425,30.0,-172.25000000000003,False
0.5700000000000001,430,30.0,-175.10000000000002,False
0.5700000000000001,435,30.0,-177.95000000000002,False
0.5700000000000001,440,30.0,-180.80000000000004,False
0.5700000000000001,445,30.0,-183.65000000000003,False
0.5700000000000001,450,30.0,-186.5,False
0.5700000000000001,455,30.0,-189.35000000000002,False
0.5700000000000001,460,30.0,-192.20000000000005,False
0.5700000000000001,465,30.0,-195.05,False
0.5700000000000001,470,30.0,-197.90000000000003,False
0.5700000000000001,475,30.0,-200.75000000000006,False
0.5700000000000001,480,30.0,-203.60000000000002,False
0.5700000000000001,485,30.0,-206.45000000000005,False
0.5700000000000001,490,30.0,-209.3,False
0.5700000000000001,495,30.0,-212.15000000000003,False
0.5700000000000001,500,30.0,-215.00000000000006,False
0.58,0,30.0,70.0,True
0.58,5,30.0,67.1,True
0.58,10,30.0,64.2,True
0.58,15,30.0,61.3,True
0.58,20,30.0,58.4,True
0.58,25,30.0,55.5,True
0.58,30,30.0,52.6,True
0.58,35,30.0,49.7,True
0.58,40,30.0,46.8,True
0.58,45,30.0,43.900000000000006,True
0.58,50,30.0,41.0,True
0.58,55,30.0,38.1,True
0.58,60,30.0,35.2,True
0.58,65,30.0,32.300000000000004,True
0.58,70,30.0,29.400000000000006,False
0.58,75,30.0,26.5,False
0.58,80,30.0,23.6,False
0.58,85,30.0,20.700000000000003,False
0.58,90,30.0,17.800000000000004,False
0.58,95,30.0,14.900000000000006,False
0.58,100,30.0,12.000000000000007,False
0.58,105,30.0,9.100000000000001,False
0.58,110,30.0,6.200000000000003,False
0.58,115,30.0,3.3000000000000114,False
0.58,120,30.0,0.4000000000000057,False
0.58,125,30.0,-2.5,False
0.58,130,30.0,-5.3999999999999915,False
0.58,135,30.0,-8.299999999999997,False
0.58,140,30.0,-11.199999999999989,False
0.58,145,30.0,-14.099999999999994,False
0.58,150,30.0,-17.0,False
0.58,155,30.0,-19.89999999999999,False
0.58,160,30.0,-22.799999999999997,False
0.58,165,30.0,-25.69999999999999,False
0.58,170,30.0,-28.599999999999994,False
0.58,175,30.0,-31.5,False
0.58,180,30.0,-34.39999999999999,False
0.58,185,30.0,-37.3,False
0.58,190,30.0,-40.19999999999999,False
0.58,195,30.0,-43.099999999999994,False
0.58,200,30.0,-45.999999999999986,False
0.58,205,30.0,-48.89999999999999,False
0.58,210,30.0,-51.8,False
0.58,215,30.0,-54.69999999999999,False
0.58,220,30.0,-57.599999999999994,False
0.58,225,30.0,-60.5,False
0.58,230,30.0,-63.39999999999998,False
0.58,235,30.0,-66.29999999999998,False
0.58,240,30.0,-69.19999999999999,False
0.58,245,30.0,-72.1,False
0.58,250,30.0,-75.0,False
0.58,255,30.0,-77.89999999999998,False
0.58,260,30.0,-80.79999999999998,False
0.58,265,30.0,-83.69999999999999,False
0.58,270,30.0,-86.6,False
0.58,275,30.0,-89.5,False
