p,firm_penalty,firm_honest_payoff,firm_bribe_payoff,firm_prefers_bribe
0.26,15,30.0,66.1,True
0.26,20,30.0,64.8,True
0.26,25,30.0,63.5,True
0.26,30,30.0,62.2,True
0.26,35,30.0,60.9,True
0.26,40,30.0,59.6,True
0.26,45,30.0,58.3,True
0.26,50,30.0,57.0,True
0.26,55,30.0,55.7,True
0.26,60,30.0,54.4,True
0.26,65,30.0,53.099999999999994,True
0.26,70,30.0,51.8,True
0.26,75,30.0,50.5,True
0.26,80,30.0,49.2,True
0.26,85,30.0,47.9,True
0.26,90,30.0,46.599999999999994,True
0.26,95,30.0,45.3,True
0.26,100,30.0,44.0,True
0.26,105,30.0,42.7,True
0.26,110,30.0,41.4,True
0.26,115,30.0,40.099999999999994,True
0.26,120,30.0,38.8,True
0.26,125,30.0,37.5,True
0.26,130,30.0,36.199999999999996,True
0.26,135,30.0,34.9,True
0.26,140,30.0,33.6,True
0.26,145,30.0,32.3,True
0.26,150,30.0,31.0,True
0.26,155,30.0,29.699999999999996,False
0.26,160,30.0,28.4,False
0.26,165,30.0,27.1,False
0.26,170,30.0,25.799999999999997,False
0.26,175,30.0,24.5,False
0.26,180,30.0,23.199999999999996,False
0.26,185,30.0,21.9,False
0.26,190,30.0,20.6,False
0.26,195,30.0,19.299999999999997,False
0.26,200,30.0,18.0,False
0.26,205,30.0,16.699999999999996,False
0.26,210,30.0,15.399999999999999,False
0.26,215,30.0,14.100000000000001,False
0.26,220,30.0,12.799999999999997,False
0.26,225,30.0,11.5,False
0.26,230,30.0,10.199999999999996,False
0.26,235,30.0,8.899999999999999,False
0.26,240,30.0,7.599999999999994,False
0.26,245,30.0,6.299999999999997,False
0.26,250,30.0,5.0,False
0.26,255,30.0,3.700000000000003,False
0.26,260,30.0,2.3999999999999915,False
0.26,265,30.0,1.0999999999999943,False
0.26,270,30.0,-0.20000000000000284,False
0.26,275,30.0,-1.5,False
0.26,280,30.0,-2.799999999999997,False
0.26,285,30.0,-4.1000000000000085,False
0.26,290,30.0,-5.400000000000006,False
0.26,295,30.0,-6.700000000000003,False
0.26,300,30.0,-8.0,False
0.26,305,30.0,-9.299999999999997,False
0.26,310,30.0,-10.600000000000009,False
0.26,315,30.0,-11.900000000000006,False
0.26,320,30.0,-13.200000000000003,False
0.26,325,30.0,-14.5,False
0.26,330,30.0,-15.799999999999997,False
0.26,335,30.0,-17.10000000000001,False
0.26,340,30.0,-18.400000000000006,False
0.26,345,30.0,-19.700000000000003,False
0.26,350,30.0,-21.0,False
0.26,355,30.0,-22.299999999999997,False
0.26,360,30.0,-23.60000000000001,False
0.26,365,30.0,-24.900000000000006,False
0.26,370,30.0,-26.200000000000003,False
0.26,375,30.0,-27.5,False
0.26,380,30.0,-28.799999999999997,False
0.26,385,30.0,-30.10000000000001,False
0.26,390,30.0,-31.400000000000006,False
0.26,395,30.0,-32.7,False
0.26,400,30.0,-34.0,False
0.26,405,30.0,-35.3,False
0.26,410,30.0,-36.60000000000001,False
0.26,415,30.0,-37.900000000000006,False
0.26,420,30.0,-39.2,False
0.26,425,30.0,-40.5,False
0.26,430,30.0,-41.8,False
0.26,435,30.0,-43.10000000000001,False
0.26,440,30.0,-44.400000000000006,False
0.26,445,30.0,-45.7,False
0.26,450,30.0,-47.0,False
0.26,455,30.0,-48.3,False
0.26,460,30.0,-49.60000000000001,False
0.26,465,30.0,-50.900000000000006,False
0.26,470,30.0,-52.2,False
0.26,475,30.0,-53.5,False
0.26,480,30.0,-54.80000000000001,False
0.26,485,30.0,-56.10000000000001,False
0.26,490,30.0,-57.400000000000006,False
0.26,495,30.0,-58.70000000000002,False
0.26,500,30.0,-60.0,False
0.27,0,30.0,70.0,True
0.27,5,30.0,68.65,True
0.27,10,30.0,67.3,True
0.27,15,30.0,65.95,True
0.27,20,30.0,64.6,True
0.27,25,30.0,63.25,True
0.27,30,30.0,61.9,True
0.27,35,30.0,60.55,True
0.27,40,30.0,59.2,True
0.27,45,30.0,57.85,True
0.27,50,30.0,56.5,True
0.27,55,30.0,55.15,True
0.27,60,30.0,53.8,True
0.27,65,30.0,52.45,True
0.27,70,30.0,51.099999999999994,True
0.27,75,30.0,49.75,True
0.27,80,30.0,48.4,True
0.27,85,30.0,47.05,True
0.27,90,30.0,45.7,True
0.27,95,30.0,44.349999999999994,True
0.27,100,30.0,43.0,True
0.27,105,30.0,41.65,True
0.27,110,30.0,40.3,True
0.27,115,30.0,38.95,True
0.27,120,30.0,37.599999999999994,True
0.27,125,30.0,36.25,True
0.27,130,30.0,34.9,True
0.27,135,30.0,33.55,True
0.27,140,30.0,32.199999999999996,True
0.27,145,30.0,30.849999999999994,True
0.27,150,30.0,29.5,False
0.27,155,30.0,28.15,False
0.27,160,30.0,26.799999999999997,False
0.27,165,30.0,25.449999999999996,False
0.27,170,30.0,24.099999999999994,False
0.27,175,30.0,22.75,False
0.27,180,30.0,21.4,False
0.27,185,30.0,20.049999999999997,False
0.27,190,30.0,18.699999999999996,False
0.27,195,30.0,17.349999999999994,False
0.27,200,30.0,16.0,False
0.27,205,30.0,14.649999999999999,False
0.27,210,30.0,13.299999999999997,False
0.27,215,30.0,11.949999999999996,False
0.27,220,30.0,10.599999999999994,False
0.27,225,30.0,9.249999999999993,False
0.27,230,30.0,7.899999999999999,False
0.27,235,30.0,6.549999999999997,False
0.27,240,30.0,5.199999999999989,False
0.27,245,30.0,3.8499999999999943,False
0.27,250,30.0,2.5,False
0.27,255,30.0,1.1499999999999915,False
0.27,260,30.0,-0.20000000000000284,False
0.27,265,30.0,-1.5500000000000114,False
0.27,270,30.0,-2.9000000000000057,False
0.27,275,30.0,-4.25,False
0.27,280,30.0,-5.6000000000000085,False
0.27,285,30.0,-6.950000000000003,False
0.27,290,30.0,-8.300000000000011,False
0.27,295,30.0,-9.650000000000006,False
0.27,300,30.0,-11.0,False
0.27,305,30.0,-12.350000000000009,False
0.27,310,30.0,-13.700000000000003,False
0.27,315,30.0,-15.050000000000011,False
0.27,320,30.0,-16.400000000000006,False
0.27,325,30.0,-17.75,False
0.27,330,30.0,-19.10000000000001,False
0.27,335,30.0,-20.450000000000003,False
0.27,340,30.0,-21.80000000000001,False
0.27,345,30.0,-23.150000000000006,False
0.27,350,30.0,-24.5,False
0.27,355,30.0,-25.85000000000001,False
0.27,360,30.0,-27.200000000000003,False
0.27,365,30.0,-28.55000000000001,False
0.27,370,30.0,-29.900000000000006,False
0.27,375,30.0,-31.25,False
0.27,380,30.0,-32.60000000000001,False
0.27,385,30.0,-33.95,False
0.27,390,30.0,-35.30000000000001,False
0.27,395,30.0,-36.650000000000006,False
0.27,400,30.0,-38.0,False
0.27,405,30.0,-39.35000000000001,False
0.27,410,30.0,-40.7,False
0.27,415,30.0,-42.05000000000001,False
0.27,420,30.0,-43.400000000000006,False
0.27,425,30.0,-44.750000000000014,False
0.27,430,30.0,-46.10000000000001,False
0.27,435,30.0,-47.45,False
0.27,440,30.0,-48.80000000000001,False
0.27,445,30.0,-50.150000000000006,False
0.27,450,30.0,-51.500000000000014,False
0.27,455,30.0,-52.85000000000001,False
0.27,460,30.0,-54.2,False
0.27,465,30.0,-55.55000000000001,False
0.27,470,30.0,-56.900000000000006,False
0.27,475,30.0,-58.25,False
0.27,480,30.0,-59.60000000000002,False
0.27,485,30.0,-60.95000000000002,False
0.27,490,30.0,-62.30000000000001,False
0.27,495,30.0,-63.650000000000006,False
0.27,500,30.0,-65.0,False
0.28,0,30.0,70.0,True
0.28,5,30.0,68.6,True
0.28,10,30.0,67.2,True
0.28,15,30.0,65.8,True
0.28,20,30.0,64.4,True
0.28,25,30.0,63.0,True
0.28,30,30.0,61.6,True
0.28,35,30.0,60.2,True
0.28,40,30.0,58.8,True
0.28,45,30.0,57.4,True
0.28,50,30.0,56.0,True
0.28,55,30.0,54.599999999999994,True
0.28,60,30.0,53.2,True
0.28,65,30.0,51.8,True
0.28,70,30.0,50.4,True
0.28,75,30.0,49.0,True
0.28,80,30.0,47.599999999999994,True
0.28,85,30.0,46.2,True
0.28,90,30.0,44.8,True
0.28,95,30.0,43.4,True
0.28,100,30.0,42.0,True
0.28,105,30.0,40.599999999999994,True
0.28,110,30.0,39.199999999999996,True
0.28,115,30.0,37.8,True
0.28,120,30.0,36.4,True
0.28,125,30.0,35.0,True
0.28,130,30.0,33.599999999999994,True
0.28,135,30.0,32.199999999999996,True
0.28,140,30.0,30.799999999999997,True
0.28,145,30.0,29.4,False
0.28,150,30.0,27.999999999999993,False
0.28,155,30.0,26.599999999999994,False
0.28,160,30.0,25.199999999999996,False
0.28,165,30.0,23.799999999999997,False
0.28,170,30.0,22.4,False
0.28,175,30.0,20.999999999999993,False
0.28,180,30.0,19.599999999999994,False
0.28,185,30.0,18.199999999999996,False
0.28,190,30.0,16.799999999999997,False
0.28,195,30.0,15.399999999999991,False
0.28,200,30.0,13.999999999999993,False
0.28,205,30.0,12.599999999999994,False
0.28,210,30.0,11.199999999999996,False
0.28,215,30.0,9.799999999999997,False
0.28,220,30.0,8.399999999999991,False
0.28,225,30.0,6.999999999999993,False
0.28,230,30.0,5.599999999999994,False
0.28,235,30.0,4.199999999999989,False
0.28,240,30.0,2.799999999999997,False
0.28,245,30.0,1.3999999999999915,False
0.28,250,30.0,0.0,False
0.28,255,30.0,-1.4000000000000057,False
0.28,260,30.0,-2.8000000000000114,False
0.28,265,30.0,-4.200000000000003,False
0.28,270,30.0,-5.6000000000000085,False
0.28,275,30.0,-7.000000000000014,False
0.28,280,30.0,-8.400000000000006,False
0.28,285,30.0,-9.800000000000011,False
0.28,290,30.0,-11.200000000000003,False
0.28,295,30.0,-12.600000000000009,False
0.28,300,30.0,-14.000000000000014,False
0.28,305,30.0,-15.400000000000006,False
0.28,310,30.0,-16.80000000000001,False
0.28,315,30.0,-18.200000000000003,False
0.28,320,30.0,-19.60000000000001,False
0.28,325,30.0,-21.000000000000014,False
0.28,330,30.0,-22.400000000000006,False
0.28,335,30.0,-23.80000000000001,False
0.28,340,30.0,-25.200000000000003,False
0.28,345,30.0,-26.60000000000001,False
0.28,350,30.0,-28.000000000000014,False
0.28,355,30.0,-29.400000000000006,False
0.28,360,30.0,-30.80000000000001,False
0.28,365,30.0,-32.2,False
0.28,370,30.0,-33.60000000000001,False
0.28,375,30.0,-35.000000000000014,False
0.28,380,30.0,-36.400000000000006,False
0.28,385,30.0,-37.80000000000001,False
0.28,390,30.0,-39.20000000000002,False
0.28,395,30.0,-40.60000000000001,False
0.28,400,30.0,-42.000000000000014,False
0.28,405,30.0,-43.400000000000006,False
0.28,410,30.0,-44.80000000000001,False
0.28,415,30.0,-46.20000000000002,False
0.28,420,30.0,-47.60000000000001,False
0.28,425,30.0,-49.000000000000014,False
0.28,430,30.0,-50.400000000000006,False
0.28,435,30.0,-51.80000000000001,False
0.28,440,30.0,-53.20000000000002,False
0.28,445,30.0,-54.60000000000001,False
0.28,450,30.0,-56.000000000000014,False
0.28,455,30.0,-57.400000000000006,False
0.28,460,30.0,-58.80000000000001,False
0.28,465,30.0,-60.20000000000002,False
0.28,470,30.0,-61.60000000000002,False
0.28,475,30.0,-63.0,False
0.28,480,30.0,-64.4,False
0.28,485,30.0,-65.80000000000001,False
0.28,490,30.0,-67.20000000000002,False
0.28,495,30.0,-68.60000000000002,False
0.28,500,30.0,-70.0,False
0.29,0,30.0,70.0,True
0.29,5,30.0,68.55,True
0.29,10,30.0,67.1,True
0.29,15,30.0,65.65,True
0.29,20,30.0,64.2,True
0.29,25,30.0,62.75,True
0.29,30,30.0,61.3,True
0.29,35,30.0,59.85,True
0.29,40,30.0,58.4,True
0.29,45,30.0,56.95,True
0.29,50,30.0,55.5,True
0.29,55,30.0,54.05,True
0.29,60,30.0,52.6,True
0.29,65,30.0,51.150000000000006,True
0.29,70,30.0,49.7,True
0.29,75,30.0,48.25,True
0.29,80,30.0,46.8,True
0.29,85,30.0,45.35,True
0.29,90,30.0,43.900000000000006,True
0.29,95,30.0,42.45,True
0.29,100,30.0,41.0,True
0.29,105,30.0,39.55,True
0.29,110,30.0,38.1,True
0.29,115,30.0,36.650000000000006,True
0.29,120,30.0,35.2,True
0.29,125,30.0,33.75,True
0.29,130,30.0,32.300000000000004,True
0.29,135,30.0,30.85,True
0.29,140,30.0,29.400000000000006,False
0.29,145,30.0,27.950000000000003,False
0.29,150,30.0,26.5,False
0.29,155,30.0,25.050000000000004,False
0.29,160,30.0,23.6,False
0.29,165,30.0,22.150000000000006,False
0.29,170,30.0,20.700000000000003,False
0.29,175,30.0,19.25,False
0.29,180,30.0,17.800000000000004,False
0.29,185,30.0,16.35,False
0.29,190,30.0,14.900000000000006,False
0.29,195,30.0,13.450000000000003,False
0.29,200,30.0,12.000000000000007,False
0.29,205,30.0,10.550000000000004,False
0.29,210,30.0,9.100000000000001,False
0.29,215,30.0,7.650000000000006,False
0.29,220,30.0,6.200000000000003,False
0.29,225,30.0,4.75,False
0.29,230,30.0,3.3000000000000114,False
0.29,235,30.0,1.8500000000000085,False
0.29,240,30.0,0.4000000000000057,False
0.29,245,30.0,-1.0499999999999972,False
0.29,250,30.0,-2.5,False
0.29,255,30.0,-3.9499999999999886,False
0.29,260,30.0,-5.3999999999999915,False
0.29,265,30.0,-6.849999999999994,False
0.29,270,30.0,-8.299999999999997,False
0.29,275,30.0,-9.75,False
0.29,280,30.0,-11.199999999999989,False
0.29,285,30.0,-12.649999999999991,False
0.29,290,30.0,-14.099999999999994,False
0.29,295,30.0,-15.549999999999997,False
0.29,300,30.0,-17.0,False
0.29,305,30.0,-18.44999999999999,False
0.29,310,30.0,-19.89999999999999,False
0.29,315,30.0,-21.349999999999994,False
0.29,320,30.0,-22.799999999999997,False
0.29,325,30.0,-24.25,False
0.29,330,30.0,-25.69999999999999,False
0.29,335,30.0,-27.14999999999999,False
0.29,340,30.0,-28.599999999999994,False
0.29,345,30.0,-30.049999999999997,False
0.29,350,30.0,-31.5,False
0.29,355,30.0,-32.94999999999999,False
0.29,360,30.0,-34.39999999999999,False
0.29,365,30.0,-35.849999999999994,False
0.29,370,30.0,-37.3,False
0.29,375,30.0,-38.749999999999986,False
0.29,380,30.0,-40.19999999999999,False
0.29,385,30.0,-41.64999999999999,False
0.29,390,30.0,-43.099999999999994,False
0.29,395,30.0,-44.55,False
0.29,400,30.0,-45.999999999999986,False
0.29,405,30.0,-47.44999999999999,False
0.29,410,30.0,-48.89999999999999,False
0.29,415,30.0,-50.349999999999994,False
0.29,420,30.0,-51.8,False
0.29,425,30.0,-53.249999999999986,False
0.29,430,30.0,-54.69999999999999,False
0.29,435,30.0,-56.14999999999999,False
0.29,440,30.0,-57.599999999999994,False
0.29,445,30.0,-59.04999999999998,False
0.29,450,30.0,-60.5,False
0.29,455,30.0,-61.94999999999999,False
0.29,460,30.0,-63.39999999999998,False
0.29,465,30.0,-64.85,False
0.29,470,30.0,-66.29999999999998,False
0.29,475,30.0,-67.75,False
0.29,480,30.0,-69.19999999999999,False
0.29,485,30.0,-70.64999999999998,False
0.29,490,30.0,-72.1,False
0.29,495,30.0,-73.54999999999998,False
0.29,500,30.0,-75.0,False
0.3,0,30.0,70.0,True
0.3,5,30.0,68.5,True
0.3,10,30.0,67.0,True
0.3,15,30.0,65.5,True
0.3,20,30.0,64.0,True
0.3,25,30.0,62.5,True
0.3,30,30.0,61.0,True
0.3,35,30.0,59.5,True
0.3,40,30.0,58.0,True
0.3,45,30.0,56.5,True
0.3,50,30.0,55.0,True
0.3,55,30.0,53.5,True
0.3,60,30.0,52.0,True
0.3,65,30.0,50.5,True
0.3,70,30.0,49.0,True
0.3,75,30.0,47.5,True
0.3,80,30.0,46.0,True
0.3,85,30.0,44.5,True
0.3,90,30.0,43.0,True
0.3,95,30.0,41.5,True
0.3,100,30.0,40.0,True
0.3,105,30.0,38.5,True
0.3,110,30.0,37.0,True
0.3,115,30.0,35.5,True
0.3,120,30.0,34.0,True
0.3,125,30.0,32.5,True
0.3,130,30.0,31.0,True
0.3,135,30.0,29.5,False
0.3,140,30.0,28.0,False
0.3,145,30.0,26.5,False
0.3,150,30.0,25.0,False
0.3,155,30.0,23.5,False
0.3,160,30.0,22.0,False
0.3,165,30.0,20.5,False
0.3,170,30.0,19.0,False
0.3,175,30.0,17.5,False
0.3,180,30.0,16.0,False
0.3,185,30.0,14.5,False
0.3,190,30.0,13.0,False
0.3,195,30.0,11.5,False
0.3,200,30.0,10.0,False
0.3,205,30.0,8.5,False
0.3,210,30.0,7.0,False
0.3,215,30.0,5.5,False
0.3,220,30.0,4.0,False
0.3,225,30.0,2.5,False
0.3,230,30.0,1.0,False
0.3,235,30.0,-0.5,False
0.3,240,30.0,-2.0,False
0.3,245,30.0,-3.5,False
0.3,250,30.0,-5.0,False
0.3,255,30.0,-6.5,False
0.3,260,30.0,-8.0,False
0.3,265,30.0,-9.5,False
0.3,270,30.0,-11.0,False
0.3,275,30.0,-12.5,False
0.3,280,30.0,-14.0,False
0.3,285,30.0,-15.5,False
0.3,290,30.0,-17.0,False
0.3,295,30.0,-18.5,False
0.3,300,30.0,-20.0,False
0.3,305,30.0,-21.5,False
0.3,310,30.0,-23.0,False
0.3,315,30.0,-24.5,False
0.3,320,30.0,-26.0,False
0.3,325,30.0,-27.5,False
0.3,330,30.0,-29.0,False
0.3,335,30.0,-30.5,False
0.3,340,30.0,-32.0,False
0.3,345,30.0,-33.5,False
0.3,350,30.0,-35.0,False
0.3,355,30.0,-36.5,False
0.3,360,30.0,-38.0,False
0.3,365,30.0,-39.5,False
0.3,370,30.0,-41.0,False
0.3,375,30.0,-42.5,False
0.3,380,30.0,-44.0,False
0.3,385,30.0,-45.5,False
0.3,390,30.0,-47.0,False
0.3,395,30.0,-48.5,False
0.3,400,30.0,-50.0,False
0.3,405,30.0,-51.5,False
0.3,410,30.0,-53.0,False
0.3,415,30.0,-54.5,False
0.3,420,30.0,-56.0,False
0.3,425,30.0,-57.5,False
0.3,430,30.0,-59.0,False
0.3,435,30.0,-60.5,False
0.3,440,30.0,-62.0,False
0.3,445,30.0,-63.5,False
0.3,450,30.0,-65.0,False
0.3,455,30.0,-66.5,False
0.3,460,30.0,-68.0,False
0.3,465,30.0,-69.5,False
0.3,470,30.0,-71.0,False
0.3,475,30.0,-72.5,False
0.3,480,30.0,-74.0,False
0.3,485,30.0,-75.5,False
0.3,490,30.0,-77.0,False
0.3,495,30.0,-78.5,False
0.3,500,30.0,-80.0,False
0.31,0,30.0,70.0,True
0.31,5,30.0,68.45,True
0.31,10,30.0,66.9,True
0.31,15,30.0,65.35,True
0.31,20,30.0,63.8,True
0.31,25,30.0,62.25,True
0.31,30,30.0,60.7,True
0.31,35,30.0,59.15,True
0.31,40,30.0,57.6,True
0.31,45,30.0,56.05,True
0.31,50,30.0,54.5,True
0.31,55,30.0,52.95,True
0.31,60,30.0,51.4,True
0.31,65,30.0,49.85,True
0.31,70,30.0,48.3,True
0.31,75,30.0,46.75,True
0.31,80,30.0,45.2,True
0.31,85,30.0,43.65,True
0.31,90,30.0,42.1,True
0.31,95,30.0,40.55,True
0.31,100,30.0,39.0,True
0.31,105,30.0,37.45,True
0.31,110,30.0,35.9,True
0.31,115,30.0,34.35,True
0.31,120,30.0,32.8,True
0.31,125,30.0,31.25,True
0.31,130,30.0,29.700000000000003,False
0.31,135,30.0,28.15,False
0.31,140,30.0,26.6,False
0.31,145,30.0,25.049999999999997,False
0.31,150,30.0,23.5,False
0.31,155,30.0,21.950000000000003,False
0.31,160,30.0,20.4,False
0.31,165,30.0,18.85,False
0.31,170,30.0,17.299999999999997,False
0.31,175,30.0,15.75,False
0.31,180,30.0,14.200000000000003,False
0.31,185,30.0,12.649999999999999,False
0.31,190,30.0,11.100000000000001,False
0.31,195,30.0,9.549999999999997,False
0.31,200,30.0,8.0,False
0.31,205,30.0,6.450000000000003,False
0.31,210,30.0,4.900000000000006,False
0.31,215,30.0,3.3499999999999943,False
0.31,220,30.0,1.7999999999999972,False
0.31,225,30.0,0.25,False
0.31,230,30.0,-1.2999999999999972,False
0.31,235,30.0,-2.8499999999999943,False
0.31,240,30.0,-4.400000000000006,False
0.31,245,30.0,-5.950000000000003,False
0.31,250,30.0,-7.5,False
0.31,255,30.0,-9.049999999999997,False
0.31,260,30.0,-10.599999999999994,False
0.31,265,30.0,-12.150000000000006,False
0.31,270,30.0,-13.700000000000003,False
0.31,275,30.0,-15.25,False
0.31,280,30.0,-16.799999999999997,False
0.31,285,30.0,-18.349999999999994,False
0.31,290,30.0,-19.900000000000006,False
0.31,295,30.0,-21.450000000000003,False
0.31,300,30.0,-23.0,False
0.31,305,30.0,-24.549999999999997,False
0.31,310,30.0,-26.099999999999994,False
0.31,315,30.0,-27.650000000000006,False
0.31,320,30.0,-29.200000000000003,False
0.31,325,30.0,-30.75,False
0.31,330,30.0,-32.3,False
0.31,335,30.0,-33.849999999999994,False
0.31,340,30.0,-35.400000000000006,False
0.31,345,30.0,-36.95,False
0.31,350,30.0,-38.5,False
0.31,355,30.0,-40.05,False
0.31,360,30.0,-41.599999999999994,False
0.31,365,30.0,-43.150000000000006,False
0.31,370,30.0,-44.7,False
0.31,375,30.0,-46.25,False
0.31,380,30.0,-47.8,False
0.31,385,30.0,-49.349999999999994,False
0.31,390,30.0,-50.900000000000006,False
0.31,395,30.0,-52.45,False
0.31,400,30.0,-54.0,False
0.31,405,30.0,-55.55,False
0.31,410,30.0,-57.099999999999994,False
0.31,415,30.0,-58.650000000000006,False
0.31,420,30.0,-60.19999999999999,False
0.31,425,30.0,-61.75,False
0.31,430,30.0,-63.30000000000001,False
0.31,435,30.0,-64.85,False
0.31,440,30.0,-66.4,False
0.31,445,30.0,-67.94999999999999,False
0.31,450,30.0,-69.5,False
0.31,455,30.0,-71.05000000000001,False
0.31,460,30.0,-72.6,False
0.31,465,30.0,-74.15,False
0.31,470,30.0,-75.69999999999999,False
0.31,475,30.0,-77.25,False
0.31,480,30.0,-78.80000000000001,False
0.31,485,30.0,-80.35,False
0.31,490,30.0,-81.9,False
0.31,495,30.0,-83.44999999999999,False
0.31,500,30.0,-85.0,False
0.32,0,30.0,70.0,True
0.32,5,30.0,68.4,True
0.32,10,30.0,66.8,True
0.32,15,30.0,65.2,True
0.32,20,30.0,63.6,True
0.32,25,30.0,62.0,True
0.32,30,30.0,60.4,True
0.32,35,30.0,58.8,True
0.32,40,30.0,57.2,True
0.32,45,30.0,55.6,True
0.32,50,30.0,54.0,True
0.32,55,30.0,52.4,True
0.32,60,30.0,50.8,True
0.32,65,30.0,49.2,True
0.32,70,30.0,47.599999999999994,True
0.32,75,30.0,46.0,True
0.32,80,30.0,44.4,True
0.32,85,30.0,42.8,True
0.32,90,30.0,41.2,True
0.32,95,30.0,39.599999999999994,True
0.32,100,30.0,38.0,True
0.32,105,30.0,36.4,True
0.32,110,30.0,34.8,True
0.32,115,30.0,33.199999999999996,True
0.32,120,30.0,31.6,True
0.32,125,30.0,30.0,False
0.32,130,30.0,28.4,False
0.32,135,30.0,26.799999999999997,False
0.32,140,30.0,25.199999999999996,False
0.32,145,30.0,23.6,False
0.32,150,30.0,22.0,False
0.32,155,30.0,20.4,False
0.32,160,30.0,18.799999999999997,False
0.32,165,30.0,17.199999999999996,False
0.32,170,30.0,15.600000000000001,False
0.32,175,30.0,14.0,False
0.32,180,30.0,12.399999999999999,False
0.32,185,30.0,10.799999999999997,False
0.32,190,30.0,9.199999999999996,False
0.32,195,30.0,7.600000000000001,False
0.32,200,30.0,6.0,False
0.32,205,30.0,4.400000000000006,False
0.32,210,30.0,2.799999999999997,False
0.32,215,30.0,1.2000000000000028,False
0.32,220,30.0,-0.4000000000000057,False
0.32,225,30.0,-2.0,False
0.32,230,30.0,-3.6000000000000085,False
0.32,235,30.0,-5.200000000000003,False
0.32,240,30.0,-6.799999999999997,False
0.32,245,30.0,-8.400000000000006,False
0.32,250,30.0,-10.0,False
0.32,255,30.0,-11.600000000000009,False
0.32,260,30.0,-13.200000000000003,False
0.32,265,30.0,-14.799999999999997,False
0.32,270,30.0,-16.400000000000006,False
0.32,275,30.0,-18.0,False
0.32,280,30.0,-19.60000000000001,False
0.32,285,30.0,-21.200000000000003,False
0.32,290,30.0,-22.799999999999997,False
0.32,295,30.0,-24.400000000000006,False
0.32,300,30.0,-26.0,False
0.32,305,30.0,-27.60000000000001,False
0.32,310,30.0,-29.200000000000003,False
0.32,315,30.0,-30.799999999999997,False
0.32,320,30.0,-32.400000000000006,False
0.32,325,30.0,-34.0,False
0.32,330,30.0,-35.60000000000001,False
0.32,335,30.0,-37.2,False
0.32,340,30.0,-38.8,False
0.32,345,30.0,-40.400000000000006,False
0.32,350,30.0,-42.0,False
0.32,355,30.0,-43.60000000000001,False
0.32,360,30.0,-45.2,False
0.32,365,30.0,-46.8,False
0.32,370,30.0,-48.400000000000006,False
0.32,375,30.0,-50.0,False
0.32,380,30.0,-51.60000000000001,False
0.32,385,30.0,-53.2,False
0.32,390,30.0,-54.8,False
0.32,395,30.0,-56.400000000000006,False
0.32,400,30.0,-58.0,False
0.32,405,30.0,-59.599999999999994,False
0.32,410,30.0,-61.19999999999999,False
0.32,415,30.0,-62.80000000000001,False
0.32,420,30.0,-64.4,False
0.32,425,30.0,-66.0,False
0.32,430,30.0,-67.6,False
0.32,435,30.0,-69.20000000000002,False
0.32,440,30.0,-70.80000000000001,False
0.32,445,30.0,-72.4,False
0.32,450,30.0,-74.0,False
0.32,455,30.0,-75.6,False
0.32,460,30.0,-77.20000000000002,False
0.32,465,30.0,-78.80000000000001,False
0.32,470,30.0,-80.4,False
0.32,475,30.0,-82.0,False
0.32,480,30.0,-83.6,False
0.32,485,30.0,-85.20000000000002,False
0.32,490,30.0,-86.80000000000001,False
0.32,495,30.0,-88.4,False
0.32,500,30.0,-90.0,False
0.33,0,30.0,70.0,True
0.33,5,30.0,68.35,True
0.33,10,30.0,66.7,True
0.33,15,30.0,65.05,True
0.33,20,30.0,63.4,True
0.33,25,30.0,61.75,True
0.33,30,30.0,60.1,True
0.33,35,30.0,58.45,True
0.33,40,30.0,56.8,True
0.33,45,30.0,55.15,True
0.33,50,30.0,53.5,True
0.33,55,30.0,51.849999999999994,True
0.33,60,30.0,50.2,True
0.33,65,30.0,48.55,True
0.33,70,30.0,46.9,True
0.33,75,30.0,45.25,True
0.33,80,30.0,43.599999999999994,True
0.33,85,30.0,41.95,True
0.33,90,30.0,40.3,True
0.33,95,30.0,38.65,True
0.33,100,30.0,37.0,True
0.33,105,30.0,35.35,True
0.33,110,30.0,33.699999999999996,True
0.33,115,30.0,32.05,True
0.33,120,30.0,30.4,True
0.33,125,30.0,28.75,False
0.33,130,30.0,27.1,False
0.33,135,30.0,25.449999999999996,False
0.33,140,30.0,23.799999999999997,False
0.33,145,30.0,22.15,False
0.33,150,30.0,20.5,False
0.33,155,30.0,18.849999999999994,False
0.33,160,30.0,17.199999999999996,False
0.33,165,30.0,15.549999999999997,False
0.33,170,30.0,13.899999999999999,False
0.33,175,30.0,12.25,False
0.33,180,30.0,10.599999999999994,False
0.33,185,30.0,8.949999999999996,False
0.33,190,30.0,7.299999999999997,False
0.33,195,30.0,5.6499999999999915,False
0.33,200,30.0,4.0,False
0.33,205,30.0,2.3499999999999943,False
0.33,210,30.0,0.7000000000000028,False
0.33,215,30.0,-0.9500000000000028,False
0.33,220,30.0,-2.6000000000000085,False
0.33,225,30.0,-4.25,False
0.33,230,30.0,-5.900000000000006,False
0.33,235,30.0,-7.549999999999997,False
0.33,240,30.0,-9.200000000000003,False
0.33,245,30.0,-10.850000000000009,False
0.33,250,30.0,-12.5,False
0.33,255,30.0,-14.150000000000006,False
0.33,260,30.0,-15.799999999999997,False
0.33,265,30.0,-17.450000000000003,False
