p,penalty,regime,regime_name
0.0,0,0,Corrupción sostenible
0.0,5,0,Corrupción sostenible
0.0,10,0,Corrupción sostenible
0.0,15,0,Corrupción sostenible
0.0,20,0,Corrupción sostenible
0.0,25,0,Corrupción sostenible
0.0,30,0,Corrupción sostenible
0.0,35,0,Corrupción sostenible
0.0,40,0,Corrupción sostenible
0.0,45,0,Corrupción sostenible
0.0,50,0,Corrupción sostenible
0.0,55,0,Corrupción sostenible
0.0,60,0,Corrupción sostenible
0.0,65,0,Corrupción sostenible
0.0,70,0,Corrupción sostenible
0.0,75,0,Corrupción sostenible
0.0,80,0,Corrupción sostenible
0.0,85,0,Corrupción sostenible
0.0,90,0,Corrupción sostenible
0.0,95,0,Corrupción sostenible
0.0,100,0,Corrupción sostenible
0.0,105,0,Corrupción sostenible
0.0,110,0,Corrupción sostenible
0.0,115,0,Corrupción sostenible
0.0,120,0,Corrupción sostenible
0.0,125,0,Corrupción sostenible
0.0,130,0,Corrupción sostenible
0.0,135,0,Corrupción sostenible
0.0,140,0,Corrupción sostenible
0.0,145,0,Corrupción sostenible
0.0,150,0,Corrupción sostenible
0.0,155,0,Corrupción sostenible
0.0,160,0,Corrupción sostenible
0.0,165,0,Corrupción sostenible
0.0,170,0,Corrupción sostenible
0.0,175,0,Corrupción sostenible
0.0,180,0,Corrupción sostenible
0.0,185,0,Corrupción sostenible
0.0,190,0,Corrupción sostenible
0.0,195,0,Corrupción sostenible
0.0,200,0,Corrupción sostenible
0.0,205,0,Corrupción sostenible
0.0,210,0,Corrupción sostenible
0.0,215,0,Corrupción sostenible
0.0,220,0,Corrupción sostenible
0.0,225,0,Corrupción sostenible
0.0,230,0,Corrupción sostenible
0.0,235,0,Corrupción sostenible
0.0,240,0,Corrupción sostenible
0.0,245,0,Corrupción sostenible
0.0,250,0,Corrupción sostenible
0.0,255,0,Corrupción sostenible
0.0,260,0,Corrupción sostenible
0.0,265,0,Corrupción sostenible
0.0,270,0,Corrupción sostenible
0.0,275,0,Corrupción sostenible
0.0,280,0,Corrupción sostenible
0.0,285,0,Corrupción sostenible
0.0,290,0,Corrupción sostenible
0.0,295,0,Corrupción sostenible
0.0,300,0,Corrupción sostenible
0.0,305,0,Corrupción sostenible
0.0,310,0,Corrupción sostenible
0.0,315,0,Corrupción sostenible
0.0,320,0,Corrupción sostenible
0.0,325,0,Corrupción sostenible
0.0,330,0,Corrupción sostenible
0.0,335,0,Corrupción sostenible
0.0,340,0,Corrupción sostenible
0.0,345,0,Corrupción sostenible
0.0,350,0,Corrupción sostenible
0.0,355,0,Corrupción sostenible
0.0,360,0,Corrupción sostenible
0.0,365,0,Corrupción sostenible
0.0,370,0,Corrupción sostenible
0.0,375,0,Corrupción sostenible
0.0,380,0,Corrupción sostenible
0.0,385,0,Corrupción sostenible
0.0,390,0,Corrupción sostenible
0.0,395,0,Corrupción sostenible
0.0,400,0,Corrupción sostenible
0.0,405,0,Corrupción sostenible
0.0,410,0,Corrupción sostenible
0.0,415,0,Corrupción sostenible
0.0,420,0,Corrupción sostenible
0.0,425,0,Corrupción sostenible
0.0,430,0,Corrupción sostenible
0.0,435,0,Corrupción sostenible
0.0,440,0,Corrupción sostenible
0.0,445,0,Corrupción sostenible
0.0,450,0,Corrupción sostenible
0.0,455,0,Corrupción sostenible
0.0,460,0,Corrupción sostenible
0.0,465,0,Corrupción sostenible
0.0,470,0,Corrupción sostenible
0.0,475,0,Corrupción sostenible
0.0,480,0,Corrupción sostenible
0.0,485,0,Corrupción sostenible
0.0,490,0,Corrupción sostenible
0.0,495,0,Corrupción sostenible
0.0,500,0,Corrupción sostenible
0.01,0,0,Corrupción sostenible
0.01,5,0,Corrupción sostenible
0.01,10,0,Corrupción sostenible
0.01,15,0,Corrupción sostenible
0.01,20,0,Corrupción sostenible
0.01,25,0,Corrupción sostenible
0.01,30,0,Corrupción sostenible
0.01,35,0,Corrupción sostenible
0.01,40,0,Corrupción sostenible
0.01,45,0,Corrupción sostenible
0.01,50,0,Corrupción sostenible
0.01,55,0,Corrupción sostenible
0.01,60,0,Corrupción sostenible
0.01,65,0,Corrupción sostenible
0.01,70,0,Corrupción sostenible
0.01,75,0,Corrupción sostenible
0.01,80,0,Corrupción sostenible
0.01,85,0,Corrupción sostenible
0.01,90,0,Corrupción sostenible
0.01,95,0,Corrupción sostenible
0.01,100,0,Corrupción sostenible
0.01,105,0,Corrupción sostenible
0.01,110,0,Corrupción sostenible
0.01,115,0,Corrupción sostenible
0.01,120,0,Corrupción sostenible
0.01,125,0,Corrupción sostenible
0.01,130,0,Corrupción sostenible
0.01,135,0,Corrupción sostenible
0.01,140,0,Corrupción sostenible
0.01,145,0,Corrupción sostenible
0.01,150,0,Corrupción sostenible
0.01,155,0,Corrupción sostenible
0.01,160,0,Corrupción sostenible
0.01,165,0,Corrupción sostenible
0.01,170,0,Corrupción sostenible
0.01,175,0,Corrupción sostenible
0.01,180,0,Corrupción sostenible
0.01,185,0,Corrupción sostenible
0.01,190,0,Corrupción sostenible
0.01,195,0,Corrupción sostenible
0.01,200,0,Corrupción sostenible
0.01,205,0,Corrupción sostenible
0.01,210,0,Corrupción sostenible
0.01,215,0,Corrupción sostenible
0.01,220,0,Corrupción sostenible
0.01,225,0,Corrupción sostenible
0.01,230,0,Corrupción sostenible
0.01,235,0,Corrupción sostenible
0.01,240,0,Corrupción sostenible
0.01,245,0,Corrupción sostenible
0.01,250,0,Corrupción sostenible
0.01,255,0,Corrupción sostenible
0.01,260,0,Corrupción sostenible
0.01,265,0,Corrupción sostenible
0.01,270,0,Corrupción sostenible
0.01,275,0,Corrupción sostenible
0.01,280,0,Corrupción sostenible
0.01,285,0,Corrupción sostenible
0.01,290,0,Corrupción sostenible
0.01,295,0,Corrupción sostenible
0.01,300,0,Corrupción sostenible
0.01,305,0,Corrupción sostenible
0.01,310,0,Corrupción sostenible
0.01,315,0,Corrupción sostenible
0.01,320,0,Corrupción sostenible
0.01,325,0,Corrupción sostenible
0.01,330,0,Corrupción sostenible
0.01,335,0,Corrupción sostenible
0.01,340,0,Corrupción sostenible
0.01,345,0,Corrupción sostenible
0.01,350,0,Corrupción sostenible
0.01,355,0,Corrupción sostenible
0.01,360,0,Corrupción sostenible
0.01,365,0,Corrupción sostenible
0.01,370,0,Corrupción sostenible
0.01,375,0,Corrupción sostenible
0.01,380,0,Corrupción sostenible
0.01,385,0,Corrupción sostenible
0.01,390,0,Corrupción sostenible
0.01,395,0,Corrupción sostenible
0.01,400,0,Corrupción sostenible
0.01,405,0,Corrupción sostenible
0.01,410,0,Corrupción sostenible
0.01,415,0,Corrupción sostenible
0.01,420,0,Corrupción sostenible
0.01,425,0,Corrupción sostenible
0.01,430,0,Corrupción sostenible
0.01,435,0,Corrupción sostenible
0.01,440,0,Corrupción sostenible
0.01,445,0,Corrupción sostenible
0.01,450,0,Corrupción sostenible
0.01,455,0,Corrupción sostenible
0.01,460,0,Corrupción sostenible
0.01,465,0,Corrupción sostenible
0.01,470,0,Corrupción sostenible
0.01,475,0,Corrupción sostenible
0.01,480,0,Corrupción sostenible
0.01,485,0,Corrupción sostenible
0.01,490,0,Corrupción sostenible
0.01,495,0,Corrupción sostenible
0.01,500,0,Corrupción sostenible
0.02,0,0,Corrupción sostenible
0.02,5,0,Corrupción sostenible
0.02,10,0,Corrupción sostenible
0.02,15,0,Corrupción sostenible
0.02,20,0,Corrupción sostenible
0.02,25,0,Corrupción sostenible
0.02,30,0,Corrupción sostenible
0.02,35,0,Corrupción sostenible
0.02,40,0,Corrupción sostenible
0.02,45,0,Corrupción sostenible
0.02,50,0,Corrupción sostenible
0.02,55,0,Corrupción sostenible
0.02,60,0,Corrupción sostenible
0.02,65,0,Corrupción sostenible
0.02,70,0,Corrupción sostenible
0.02,75,0,Corrupción sostenible
0.02,80,0,Corrupción sostenible
0.02,85,0,Corrupción sostenible
0.02,90,0,Corrupción sostenible
0.02,95,0,Corrupción sostenible
0.02,100,0,Corrupción sostenible
0.02,105,0,Corrupción sostenible
0.02,110,0,Corrupción sostenible
0.02,115,0,Corrupción sostenible
0.02,120,0,Corrupción sostenible
0.02,125,0,Corrupción sostenible
0.02,130,0,Corrupción sostenible
0.02,135,0,Corrupción sostenible
0.02,140,0,Corrupción sostenible
0.02,145,0,Corrupción sostenible
0.02,150,0,Corrupción sostenible
0.02,155,0,Corrupción sostenible
0.02,160,0,Corrupción sostenible
0.02,165,0,Corrupción sostenible
0.02,170,0,Corrupción sostenible
0.02,175,0,Corrupción sostenible
0.02,180,0,Corrupción sostenible
0.02,185,0,Corrupción sostenible
0.02,190,0,Corrupción sostenible
0.02,195,0,Corrupción sostenible
0.02,200,0,Corrupción sostenible
0.02,205,0,Corrupción sostenible
0.02,210,0,Corrupción sostenible
0.02,215,0,Corrupción sostenible
0.02,220,0,Corrupción sostenible
0.02,225,0,Corrupción sostenible
0.02,230,0,Corrupción sostenible
0.02,235,0,Corrupción sostenible
0.02,240,0,Corrupción sostenible
0.02,245,0,Corrupción sostenible
0.02,250,0,Corrupción sostenible
0.02,255,0,Corrupción sostenible
0.02,260,0,Corrupción sostenible
0.02,265,0,Corrupción sostenible
0.02,270,0,Corrupción sostenible
0.02,275,0,Corrupción sostenible
0.02,280,0,Corrupción sostenible
0.02,285,0,Corrupción sostenible
0.02,290,0,Corrupción sostenible
0.02,295,0,Corrupción sostenible
0.02,300,0,Corrupción sostenible
0.02,305,0,Corrupción sostenible
0.02,310,0,Corrupción sostenible
0.02,315,0,Corrupción sostenible
0.02,320,0,Corrupción sostenible
0.02,325,0,Corrupción sostenible
0.02,330,0,Corrupción sostenible
0.02,335,0,Corrupción sostenible
0.02,340,0,Corrupción sostenible
0.02,345,0,Corrupción sostenible
0.02,350,0,Corrupción sostenible
0.02,355,0,Corrupción sostenible
0.02,360,0,Corrupción sostenible
0.02,365,0,Corrupción sostenible
0.02,370,0,Corrupción sostenible
0.02,375,0,Corrupción sostenible
0.02,380,0,Corrupción sostenible
0.02,385,0,Corrupción sostenible
0.02,390,0,Corrupción sostenible
0.02,395,0,Corrupción sostenible
0.02,400,0,Corrupción sostenible
0.02,405,0,Corrupción sostenible
0.02,410,0,Corrupción sostenible
0.02,415,0,Corrupción sostenible
0.02,420,0,Corrupción sostenible
0.02,425,0,Corrupción sostenible
0.02,430,0,Corrupción sostenible
0.02,435,0,Corrupción sostenible
0.02,440,0,Corrupción sostenible
0.02,445,0,Corrupción sostenible
0.02,450,0,Corrupción sostenible
0.02,455,0,Corrupción sostenible
0.02,460,0,Corrupción sostenible
0.02,465,0,Corrupción sostenible
0.02,470,0,Corrupción sostenible
0.02,475,0,Corrupción sostenible
0.02,480,0,Corrupción sostenible
0.02,485,0,Corrupción sostenible
0.02,490,0,Corrupción sostenible
0.02,495,0,Corrupción sostenible
0.02,500,0,Corrupción sostenible
0.03,0,0,Corrupción sostenible
0.03,5,0,Corrupción sostenible
0.03,10,0,Corrupción sostenible
0.03,15,0,Corrupción sostenible
0.03,20,0,Corrupción sostenible
0.03,25,0,Corrupción sostenible
0.03,30,0,Corrupción sostenible
0.03,35,0,Corrupción sostenible
0.03,40,0,Corrupción sostenible
0.03,45,0,Corrupción sostenible
0.03,50,0,Corrupción sostenible
0.03,55,0,Corrupción sostenible
0.03,60,0,Corrupción sostenible
0.03,65,0,Corrupción sostenible
0.03,70,0,Corrupción sostenible
0.03,75,0,Corrupción sostenible
0.03,80,0,Corrupción sostenible
0.03,85,0,Corrupción sostenible
0.03,90,0,Corrupción sostenible
0.03,95,0,Corrupción sostenible
0.03,100,0,Corrupción sostenible
0.03,105,0,Corrupción sostenible
0.03,110,0,Corrupción sostenible
0.03,115,0,Corrupción sostenible
0.03,120,0,Corrupción sostenible
0.03,125,0,Corrupción sostenible
0.03,130,0,Corrupción sostenible
0.03,135,0,Corrupción sostenible
0.03,140,0,Corrupción sostenible
0.03,145,0,Corrupción sostenible
0.03,150,0,Corrupción sostenible
0.03,155,0,Corrupción sostenible
0.03,160,0,Corrupción sostenible
0.03,165,0,Corrupción sostenible
0.03,170,0,Corrupción sostenible
0.03,175,0,Corrupción sostenible
0.03,180,0,Corrupción sostenible
0.03,185,0,Corrupción sostenible
0.03,190,0,Corrupción sostenible
0.03,195,0,Corrupción sostenible
0.03,200,0,Corrupción sostenible
0.03,205,0,Corrupción sostenible
0.03,210,0,Corrupción sostenible
0.03,215,0,Corrupción sostenible
0.03,220,0,Corrupción sostenible
0.03,225,0,Corrupción sostenible
0.03,230,0,Corrupción sostenible
0.03,235,0,Corrupción sostenible
0.03,240,0,Corrupción sostenible
0.03,245,0,Corrupción sostenible
0.03,250,0,Corrupción sostenible
0.03,255,0,Corrupción sostenible
0.03,260,0,Corrupción sostenible
0.03,265,0,Corrupción sostenible
0.03,270,0,Corrupción sostenible
0.03,275,0,Corrupción sostenible
0.03,280,0,Corrupción sostenible
0.03,285,0,Corrupción sostenible
0.03,290,0,Corrupción sostenible
0.03,295,0,Corrupción sostenible
0.03,300,0,Corrupción sostenible
0.03,305,0,Corrupción sostenible
0.03,310,0,Corrupción sostenible
0.03,315,0,Corrupción sostenible
0.03,320,0,Corrupción sostenible
0.03,325,0,Corrupción sostenible
0.03,330,0,Corrupción sostenible
0.03,335,0,Corrupción sostenible
0.03,340,0,Corrupción sostenible
0.03,345,0,Corrupción sostenible
0.03,350,0,Corrupción sostenible
0.03,355,0,Corrupción sostenible
0.03,360,0,Corrupción sostenible
0.03,365,0,Corrupción sostenible
0.03,370,0,Corrupción sostenible
0.03,375,0,Corrupción sostenible
0.03,380,0,Corrupción sostenible
0.03,385,0,Corrupción sostenible
0.03,390,0,Corrupción sostenible
0.03,395,0,Corrupción sostenible
0.03,400,0,Corrupción sostenible
0.03,405,0,Corrupción sostenible
0.03,410,0,Corrupción sostenible
0.03,415,0,Corrupción sostenible
0.03,420,0,Corrupción sostenible
0.03,425,0,Corrupción sostenible
0.03,430,0,Corrupción sostenible
0.03,435,0,Corrupción sostenible
0.03,440,0,Corrupción sostenible
0.03,445,0,Corrupción sostenible
0.03,450,0,Corrupción sostenible
0.03,455,0,Corrupción sostenible
0.03,460,0,Corrupción sostenible
0.03,465,0,Corrupción sostenible
0.03,470,0,Corrupción sostenible
0.03,475,0,Corrupción sostenible
0.03,480,0,Corrupción sostenible
0.03,485,0,Corrupción sostenible
0.03,490,0,Corrupción sostenible
0.03,495,0,Corrupción sostenible
0.03,500,0,Corrupción sostenible
0.04,0,0,Corrupción sostenible
0.04,5,0,Corrupción sostenible
0.04,10,0,Corrupción sostenible
0.04,15,0,Corrupción sostenible
0.04,20,0,Corrupción sostenible
0.04,25,0,Corrupción sostenible
0.04,30,0,Corrupción sostenible
0.04,35,0,Corrupción sostenible
0.04,40,0,Corrupción sostenible
0.04,45,0,Corrupción sostenible
0.04,50,0,Corrupción sostenible
0.04,55,0,Corrupción sostenible
0.04,60,0,Corrupción sostenible
0.04,65,0,Corrupción sostenible
0.04,70,0,Corrupción sostenible
0.04,75,0,Corrupción sostenible
0.04,80,0,Corrupción sostenible
0.04,85,0,Corrupción sostenible
0.04,90,0,Corrupción sostenible
0.04,95,0,Corrupción sostenible
0.04,100,0,Corrupción sostenible
0.04,105,0,Corrupción sostenible
0.04,110,0,Corrupción sostenible
0.04,115,0,Corrupción sostenible
0.04,120,0,Corrupción sostenible
0.04,125,0,Corrupción sostenible
0.04,130,0,Corrupción sostenible
0.04,135,0,Corrupción sostenible
0.04,140,0,Corrupción sostenible
0.04,145,0,Corrupción sostenible
0.04,150,0,Corrupción sostenible
0.04,155,0,Corrupción sostenible
0.04,160,0,Corrupción sostenible
0.04,165,0,Corrupción sostenible
0.04,170,0,Corrupción sostenible
0.04,175,0,Corrupción sostenible
0.04,180,0,Corrupción sostenible
0.04,185,0,Corrupción sostenible
0.04,190,0,Corrupción sostenible
0.04,195,0,Corrupción sostenible
0.04,200,0,Corrupción sostenible
0.04,205,0,Corrupción sostenible
0.04,210,0,Corrupción sostenible
0.04,215,0,Corrupción sostenible
0.04,220,0,Corrupción sostenible
0.04,225,0,Corrupción sostenible
0.04,230,0,Corrupción sostenible
0.04,235,0,Corrupción sostenible
0.04,240,0,Corrupción sostenible
0.04,245,0,Corrupción sostenible
0.04,250,0,Corrupción sostenible
0.04,255,0,Corrupción sostenible
0.04,260,0,Corrupción sostenible
0.04,265,0,Corrupción sostenible
0.04,270,0,Corrupción sostenible
0.04,275,0,Corrupción sostenible
0.04,280,0,Corrupción sostenible
0.04,285,0,Corrupción sostenible
0.04,290,0,Corrupción sostenible
0.04,295,0,Corrupción sostenible
0.04,300,0,Corrupción sostenible
0.04,305,0,Corrupción sostenible
0.04,310,0,Corrupción sostenible
0.04,315,0,Corrupción sostenible
0.04,320,0,Corrupción sostenible
0.04,325,0,Corrupción sostenible
0.04,330,0,Corrupción sostenible
0.04,335,0,Corrupción sostenible
0.04,340,0,Corrupción sostenible
0.04,345,0,Corrupción sostenible
0.04,350,0,Corrupción sostenible
0.04,355,0,Corrupción sostenible
0.04,360,0,Corrupción sostenible
0.04,365,0,Corrupción sostenible
0.04,370,0,Corrupción sostenible
0.04,375,0,Corrupción sostenible
0.04,380,0,Corrupción sostenible
0.04,385,0,Corrupción sostenible
0.04,390,0,Corrupción sostenible
0.04,395,0,Corrupción sostenible
0.04,400,0,Corrupción sostenible
0.04,405,0,Corrupción sostenible
0.04,410,0,Corrupción sostenible
0.04,415,0,Corrupción sostenible
0.04,420,0,Corrupción sostenible
0.04,425,0,Corrupción sostenible
0.04,430,0,Corrupción sostenible
0.04,435,0,Corrupción sostenible
0.04,440,0,Corrupción sostenible
0.04,445,0,Corrupción sostenible
0.04,450,0,Corrupción sostenible
0.04,455,0,Corrupción sostenible
0.04,460,0,Corrupción sostenible
0.04,465,0,Corrupción sostenible
0.04,470,0,Corrupción sostenible
0.04,475,0,Corrupción sostenible
0.04,480,0,Corrupción sostenible
0.04,485,0,Corrupción sostenible
0.04,490,0,Corrupción sostenible
0.04,495,0,Corrupción sostenible
0.04,500,1,Empresa soborna / Funcionario rechaza
0.05,0,0,Corrupción sostenible
0.05,5,0,Corrupción sostenible
0.05,10,0,Corrupción sostenible
0.05,15,0,Corrupción sostenible
0.05,20,0,Corrupción sostenible
0.05,25,0,Corrupción sostenible
0.05,30,0,Corrupción sostenible
0.05,35,0,Corrupción sostenible
0.05,40,0,Corrupción sostenible
0.05,45,0,Corrupción sostenible
0.05,50,0,Corrupción sostenible
0.05,55,0,Corrupción sostenible
0.05,60,0,Corrupción sostenible
0.05,65,0,Corrupción sostenible
0.05,70,0,Corrupción sostenible
0.05,75,0,Corrupción sostenible
0.05,80,0,Corrupción sostenible
0.05,85,0,Corrupción sostenible
0.05,90,0,Corrupción sostenible
0.05,95,0,Corrupción sostenible
0.05,100,0,Corrupción sostenible
0.05,105,0,Corrupción sostenible
0.05,110,0,Corrupción sostenible
0.05,115,0,Corrupción sostenible
0.05,120,0,Corrupción sostenible
0.05,125,0,Corrupción sostenible
0.05,130,0,Corrupción sostenible
0.05,135,0,Corrupción sostenible
0.05,140,0,Corrupción sostenible
0.05,145,0,Corrupción sostenible
0.05,150,0,Corrupción sostenible
0.05,155,0,Corrupción sostenible
0.05,160,0,Corrupción sostenible
0.05,165,0,Corrupción sostenible
0.05,170,0,Corrupción sostenible
0.05,175,0,Corrupción sostenible
0.05,180,0,Corrupción sostenible
0.05,185,0,Corrupción sostenible
0.05,190,0,Corrupción sostenible
0.05,195,0,Corrupción sostenible
0.05,200,0,Corrupción sostenible
0.05,205,0,Corrupción sostenible
0.05,210,0,Corrupción sostenible
0.05,215,0,Corrupción sostenible
0.05,220,0,Corrupción sostenible
0.05,225,0,Corrupción sostenible
0.05,230,0,Corrupción sostenible
0.05,235,0,Corrupción sostenible
0.05,240,0,Corrupción sostenible
0.05,245,0,Corrupción sostenible
0.05,250,0,Corrupción sostenible
0.05,255,0,Corrupción sostenible
0.05,260,0,Corrupción sostenible
0.05,265,0,Corrupción sostenible
0.05,270,0,Corrupción sostenible
0.05,275,0,Corrupción sostenible
0.05,280,0,Corrupción sostenible
0.05,285,0,Corrupción sostenible
0.05,290,0,Corrupción sostenible
0.05,295,0,Corrupción sostenible
0.05,300,0,Corrupción sostenible
0.05,305,0,Corrupción sostenible
0.05,310,0,Corrupción sostenible
0.05,315,0,Corrupción sostenible
0.05,320,0,Corrupción sostenible
0.05,325,0,Corrupción sostenible
0.05,330,0,Corrupción sostenible
0.05,335,0,Corrupción sostenible
0.05,340,0,Corrupción sostenible
0.05,345,0,Corrupción sostenible
0.05,350,0,Corrupción sostenible
0.05,355,0,Corrupción sostenible
0.05,360,0,Corrupción sostenible
0.05,365,0,Corrupción sostenible
0.05,370,0,Corrupción sostenible
0.05,375,0,Corrupción sostenible
0.05,380,0,Corrupción sostenible
0.05,385,0,Corrupción sostenible
0.05,390,0,Corrupción sostenible
0.05,395,0,Corrupción sostenible
0.05,400,1,Empresa soborna / Funcionario rechaza
0.05,405,1,Empresa soborna / Funcionario rechaza
0.05,410,1,Empresa soborna / Funcionario rechaza
0.05,415,1,Empresa soborna / Funcionario rechaza
0.05,420,1,Empresa soborna / Funcionario rechaza
0.05,425,1,Empresa soborna / Funcionario rechaza
0.05,430,1,Empresa soborna / Funcionario rechaza
0.05,435,1,Empresa soborna / Funcionario rechaza
0.05,440,1,Empresa soborna / Funcionario rechaza
0.05,445,1,Empresa soborna / Funcionario rechaza
0.05,450,1,Empresa soborna / Funcionario rechaza
0.05,455,1,Empresa soborna / Funcionario rechaza
0.05,460,1,Empresa soborna / Funcionario rechaza
0.05,465,1,Empresa soborna / Funcionario rechaza
0.05,470,1,Empresa soborna / Funcionario rechaza
0.05,475,1,Empresa soborna / Funcionario rechaza
0.05,480,1,Empresa soborna / Funcionario rechaza
0.05,485,1,Empresa soborna / Funcionario rechaza
0.05,490,1,Empresa soborna / Funcionario rechaza
0.05,495,1,Empresa soborna / Funcionario rechaza
0.05,500,1,Empresa soborna / Funcionario rechaza
0.06,0,0,Corrupción sostenible
0.06,5,0,Corrupción sostenible
0.06,10,0,Corrupción sostenible
0.06,15,0,Corrupción sostenible
0.06,20,0,Corrupción sostenible
0.06,25,0,Corrupción sostenible
0.06,30,0,Corrupción sostenible
0.06,35,0,Corrupción sostenible
0.06,40,0,Corrupción sostenible
0.06,45,0,Corrupción sostenible
0.06,50,0,Corrupción sostenible
0.06,55,0,Corrupción sostenible
0.06,60,0,Corrupción sostenible
0.06,65,0,Corrupción sostenible
0.06,70,0,Corrupción sostenible
0.06,75,0,Corrupción sostenible
0.06,80,0,Corrupción sostenible
0.06,85,0,Corrupción sostenible
0.06,90,0,Corrupción sostenible
0.06,95,0,Corrupción sostenible
0.06,100,0,Corrupción sostenible
0.06,105,0,Corrupción sostenible
0.06,110,0,Corrupción sostenible
0.06,115,0,Corrupción sostenible
0.06,120,0,Corrupción sostenible
0.06,125,0,Corrupción sostenible
0.06,130,0,Corrupción sostenible
0.06,135,0,Corrupción sostenible
0.06,140,0,Corrupción sostenible
0.06,145,0,Corrupción sostenible
0.06,150,0,Corrupción sostenible
0.06,155,0,Corrupción sostenible
0.06,160,0,Corrupción sostenible
0.06,165,0,Corrupción sostenible
0.06,170,0,Corrupción sostenible
0.06,175,0,Corrupción sostenible
0.06,180,0,Corrupción sostenible
0.06,185,0,Corrupción sostenible
0.06,190,0,Corrupción sostenible
0.06,195,0,Corrupción sostenible
0.06,200,0,Corrupción sostenible
0.06,205,0,Corrupción sostenible
0.06,210,0,Corrupción sostenible
0.06,215,0,Corrupción sostenible
0.06,220,0,Corrupción sostenible
0.06,225,0,Corrupción sostenible
0.06,230,0,Corrupción sostenible
0.06,235,0,Corrupción sostenible
0.06,240,0,Corrupción sostenible
0.06,245,0,Corrupción sostenible
0.06,250,0,Corrupción sostenible
0.06,255,0,Corrupción sostenible
0.06,260,0,Corrupción sostenible
0.06,265,0,Corrupción sostenible
0.06,270,0,Corrupción sostenible
0.06,275,0,Corrupción sostenible
0.06,280,0,Corrupción sostenible
0.06,285,0,Corrupción sostenible
0.06,290,0,Corrupción sostenible
0.06,295,0,Corrupción sostenible
0.06,300,0,Corrupción sostenible
0.06,305,0,Corrupción sostenible
0.06,310,0,Corrupción sostenible
0.06,315,0,Corrupción sostenible
0.06,320,0,Corrupción sostenible
0.06,325,0,Corrupción sostenible
0.06,330,0,Corrupción sostenible
0.06,335,1,Empresa soborna / Funcionario rechaza
0.06,340,1,Empresa soborna / Funcionario rechaza
0.06,345,1,Empresa soborna / Funcionario rechaza
0.06,350,1,Empresa soborna / Funcionario rechaza
0.06,355,1,Empresa soborna / Funcionario rechaza
0.06,360,1,Empresa soborna / Funcionario rechaza
0.06,365,1,Empresa soborna / Funcionario rechaza
0.06,370,1,Empresa soborna / Funcionario rechaza
0.06,375,1,Empresa soborna / Funcionario rechaza
0.06,380,1,Empresa soborna / Funcionario rechaza
0.06,385,1,Empresa soborna / Funcionario rechaza
0.06,390,1,Empresa soborna / Funcionario rechaza
0.06,395,1,Empresa soborna / Funcionario rechaza
0.06,400,1,Empresa soborna / Funcionario rechaza
0.06,405,1,Empresa soborna / Funcionario rechaza
0.06,410,1,Empresa soborna / Funcionario rechaza
0.06,415,1,Empresa soborna / Funcionario rechaza
0.06,420,1,Empresa soborna / Funcionario rechaza
0.06,425,1,Empresa soborna / Funcionario rechaza
0.06,430,1,Empresa soborna / Funcionario rechaza
0.06,435,1,Empresa soborna / Funcionario rechaza
0.06,440,1,Empresa soborna / Funcionario rechaza
0.06,445,1,Empresa soborna / Funcionario rechaza
0.06,450,1,Empresa soborna / Funcionario rechaza
0.06,455,1,Empresa soborna / Funcionario rechaza
0.06,460,1,Empresa soborna / Funcionario rechaza
0.06,465,1,Empresa soborna / Funcionario rechaza
0.06,470,1,Empresa soborna / Funcionario rechaza
0.06,475,1,Empresa soborna / Funcionario rechaza
0.06,480,1,Empresa soborna / Funcionario rechaza
0.06,485,1,Empresa soborna / Funcionario rechaza
0.06,490,1,Empresa soborna / Funcionario rechaza
0.06,495,1,Empresa soborna / Funcionario rechaza
0.06,500,1,Empresa soborna / Funcionario rechaza
0.07,0,0,Corrupción sostenible
0.07,5,0,Corrupción sostenible
0.07,10,0,Corrupción sostenible
0.07,15,0,Corrupción sostenible
0.07,20,0,Corrupción sostenible
0.07,25,0,Corrupción sostenible
0.07,30,0,Corrupción sostenible
0.07,35,0,Corrupción sostenible
0.07,40,0,Corrupción sostenible
0.07,45,0,Corrupción sostenible
0.07,50,0,Corrupción sostenible
0.07,55,0,Corrupción sostenible
0.07,60,0,Corrupción sostenible
0.07,65,0,Corrupción sostenible
0.07,70,0,Corrupción sostenible
0.07,75,0,Corrupción sostenible
0.07,80,0,Corrupción sostenible
0.07,85,0,Corrupción sostenible
0.07,90,0,Corrupción sostenible
0.07,95,0,Corrupción sostenible
0.07,100,0,Corrupción sostenible
0.07,105,0,Corrupción sostenible
0.07,110,0,Corrupción sostenible
0.07,115,0,Corrupción sostenible
0.07,120,0,Corrupción sostenible
0.07,125,0,Corrupción sostenible
0.07,130,0,Corrupción sostenible
0.07,135,0,Corrupción sostenible
0.07,140,0,Corrupción sostenible
0.07,145,0,Corrupción sostenible
0.07,150,0,Corrupción sostenible
0.07,155,0,Corrupción sostenible
0.07,160,0,Corrupción sostenible
0.07,165,0,Corrupción sostenible
0.07,170,0,Corrupción sostenible
0.07,175,0,Corrupción sostenible
0.07,180,0,Corrupción sostenible
0.07,185,0,Corrupción sostenible
0.07,190,0,Corrupción sostenible
0.07,195,0,Corrupción sostenible
0.07,200,0,Corrupción sostenible
0.07,205,0,Corrupción sostenible
0.07,210,0,Corrupción sostenible
0.07,215,0,Corrupción sostenible
0.07,220,0,Corrupción sostenible
