p,penalty,regime,regime_name
0.23,420,2,Estrategia honesta
0.23,425,2,Estrategia honesta
0.23,430,2,Estrategia honesta
0.23,435,2,Estrategia honesta
0.23,440,2,Estrategia honesta
0.23,445,2,Estrategia honesta
0.23,450,2,Estrategia honesta
0.23,455,2,Estrategia honesta
0.23,460,2,Estrategia honesta
0.23,465,2,Estrategia honesta
0.23,470,2,Estrategia honesta
0.23,475,2,Estrategia honesta
0.23,480,2,Estrategia honesta
0.23,485,2,Estrategia honesta
0.23,490,2,Estrategia honesta
0.23,495,2,Estrategia honesta
0.23,500,2,Estrategia honesta
0.24,0,0,Corrupción sostenible
0.24,5,0,Corrupción sostenible
0.24,10,0,Corrupción sostenible
0.24,15,0,Corrupción sostenible
0.24,20,0,Corrupción sostenible
0.24,25,0,Corrupción sostenible
0.24,30,0,Corrupción sostenible
0.24,35,0,Corrupción sostenible
0.24,40,0,Corrupción sostenible
0.24,45,0,Corrupción sostenible
0.24,50,0,Corrupción sostenible
0.24,55,0,Corrupción sostenible
0.24,60,0,Corrupción sostenible
0.24,65,0,Corrupción sostenible
0.24,70,0,Corrupción sostenible
0.24,75,0,Corrupción sostenible
0.24,80,0,Corrupción sostenible
0.24,85,1,Empresa soborna / Funcionario rechaza
0.24,90,1,Empresa soborna / Funcionario rechaza
0.24,95,1,Empresa soborna / Funcionario rechaza
0.24,100,1,Empresa soborna / Funcionario rechaza
0.24,105,1,Empresa soborna / Funcionario rechaza
0.24,110,1,Empresa soborna / Funcionario rechaza
0.24,115,1,Empresa soborna / Funcionario rechaza
0.24,120,1,Empresa soborna / Funcionario rechaza
0.24,125,1,Empresa soborna / Funcionario rechaza
0.24,130,1,Empresa soborna / Funcionario rechaza
0.24,135,1,Empresa soborna / Funcionario rechaza
0.24,140,1,Empresa soborna / Funcionario rechaza
0.24,145,1,Empresa soborna / Funcionario rechaza
0.24,150,1,Empresa soborna / Funcionario rechaza
0.24,155,1,Empresa soborna / Funcionario rechaza
0.24,160,1,Empresa soborna / Funcionario rechaza
0.24,165,1,Empresa soborna / Funcionario rechaza
0.24,170,2,Estrategia honesta
0.24,175,2,Estrategia honesta
0.24,180,2,Estrategia honesta
0.24,185,2,Estrategia honesta
0.24,190,2,Estrategia honesta
0.24,195,2,Estrategia honesta
0.24,200,2,Estrategia honesta
0.24,205,2,Estrategia honesta
0.24,210,2,Estrategia honesta
0.24,215,2,Estrategia honesta
0.24,220,2,Estrategia honesta
0.24,225,2,Estrategia honesta
0.24,230,2,Estrategia honesta
0.24,235,2,Estrategia honesta
0.24,240,2,Estrategia honesta
0.24,245,2,Estrategia honesta
0.24,250,2,Estrategia honesta
0.24,255,2,Estrategia honesta
0.24,260,2,Estrategia honesta
0.24,265,2,Estrategia honesta
0.24,270,2,Estrategia honesta
0.24,275,2,Estrategia honesta
0.24,280,2,Estrategia honesta
0.24,285,2,Estrategia honesta
0.24,290,2,Estrategia honesta
0.24,295,2,Estrategia honesta
0.24,300,2,Estrategia honesta
0.24,305,2,Estrategia honesta
0.24,310,2,Estrategia honesta
0.24,315,2,Estrategia honesta
0.24,320,2,Estrategia honesta
0.24,325,2,Estrategia honesta
0.24,330,2,Estrategia honesta
0.24,335,2,Estrategia honesta
0.24,340,2,Estrategia honesta
0.24,345,2,Estrategia honesta
0.24,350,2,Estrategia honesta
0.24,355,2,Estrategia honesta
0.24,360,2,Estrategia honesta
0.24,365,2,Estrategia honesta
0.24,370,2,Estrategia honesta
0.24,375,2,Estrategia honesta
0.24,380,2,Estrategia honesta
0.24,385,2,Estrategia honesta
0.24,390,2,Estrategia honesta
0.24,395,2,Estrategia honesta
0.24,400,2,Estrategia honesta
0.24,405,2,Estrategia honesta
0.24,410,2,Estrategia honesta
0.24,415,2,Estrategia honesta
0.24,420,2,Estrategia honesta
0.24,425,2,Estrategia honesta
0.24,430,2,Estrategia honesta
0.24,435,2,Estrategia honesta
0.24,440,2,Estrategia honesta
0.24,445,2,Estrategia honesta
0.24,450,2,Estrategia honesta
0.24,455,2,Estrategia honesta
0.24,460,2,Estrategia honesta
0.24,465,2,Estrategia honesta
0.24,470,2,Estrategia honesta
0.24,475,2,Estrategia honesta
0.24,480,2,Estrategia honesta
0.24,485,2,Estrategia honesta
0.24,490,2,Estrategia honesta
0.24,495,2,Estrategia honesta
0.24,500,2,Estrategia honesta
0.25,0,0,Corrupción sostenible
0.25,5,0,Corrupción sostenible
0.25,10,0,Corrupción sostenible
0.25,15,0,Corrupción sostenible
0.25,20,0,Corrupción sostenible
0.25,25,0,Corrupción sostenible
0.25,30,0,Corrupción sostenible
0.25,35,0,Corrupción sostenible
0.25,40,0,Corrupción sostenible
0.25,45,0,Corrupción sostenible
0.25,50,0,Corrupción sostenible
0.25,55,0,Corrupción sostenible
0.25,60,0,Corrupción sostenible
0.25,65,0,Corrupción sostenible
0.25,70,0,Corrupción sostenible
0.25,75,0,Corrupción sostenible
0.25,80,1,Empresa soborna / Funcionario rechaza
0.25,85,1,Empresa soborna / Funcionario rechaza
0.25,90,1,Empresa soborna / Funcionario rechaza
0.25,95,1,Empresa soborna / Funcionario rechaza
0.25,100,1,Empresa soborna / Funcionario rechaza
0.25,105,1,Empresa soborna / Funcionario rechaza
0.25,110,1,Empresa soborna / Funcionario rechaza
0.25,115,1,Empresa soborna / Funcionario rechaza
0.25,120,1,Empresa soborna / Funcionario rechaza
0.25,125,1,Empresa soborna / Funcionario rechaza
0.25,130,1,Empresa soborna / Funcionario rechaza
0.25,135,1,Empresa soborna / Funcionario rechaza
0.25,140,1,Empresa soborna / Funcionario rechaza
0.25,145,1,Empresa soborna / Funcionario rechaza
0.25,150,1,Empresa soborna / Funcionario rechaza
0.25,155,1,Empresa soborna / Funcionario rechaza
0.25,160,2,Estrategia honesta
0.25,165,2,Estrategia honesta
0.25,170,2,Estrategia honesta
0.25,175,2,Estrategia honesta
0.25,180,2,Estrategia honesta
0.25,185,2,Estrategia honesta
0.25,190,2,Estrategia honesta
0.25,195,2,Estrategia honesta
0.25,200,2,Estrategia honesta
0.25,205,2,Estrategia honesta
0.25,210,2,Estrategia honesta
0.25,215,2,Estrategia honesta
0.25,220,2,Estrategia honesta
0.25,225,2,Estrategia honesta
0.25,230,2,Estrategia honesta
0.25,235,2,Estrategia honesta
0.25,240,2,Estrategia honesta
0.25,245,2,Estrategia honesta
0.25,250,2,Estrategia honesta
0.25,255,2,Estrategia honesta
0.25,260,2,Estrategia honesta
0.25,265,2,Estrategia honesta
0.25,270,2,Estrategia honesta
0.25,275,2,Estrategia honesta
0.25,280,2,Estrategia honesta
0.25,285,2,Estrategia honesta
0.25,290,2,Estrategia honesta
0.25,295,2,Estrategia honesta
0.25,300,2,Estrategia honesta
0.25,305,2,Estrategia honesta
0.25,310,2,Estrategia honesta
0.25,315,2,Estrategia honesta
0.25,320,2,Estrategia honesta
0.25,325,2,Estrategia honesta
0.25,330,2,Estrategia honesta
0.25,335,2,Estrategia honesta
0.25,340,2,Estrategia honesta
0.25,345,2,Estrategia honesta
0.25,350,2,Estrategia honesta
0.25,355,2,Estrategia honesta
0.25,360,2,Estrategia honesta
0.25,365,2,Estrategia honesta
0.25,370,2,Estrategia honesta
0.25,375,2,Estrategia honesta
0.25,380,2,Estrategia honesta
0.25,385,2,Estrategia honesta
0.25,390,2,Estrategia honesta
0.25,395,2,Estrategia honesta
0.25,400,2,Estrategia honesta
0.25,405,2,Estrategia honesta
0.25,410,2,Estrategia honesta
0.25,415,2,Estrategia honesta
0.25,420,2,Estrategia honesta
0.25,425,2,Estrategia honesta
0.25,430,2,Estrategia honesta
0.25,435,2,Estrategia honesta
0.25,440,2,Estrategia honesta
0.25,445,2,Estrategia honesta
0.25,450,2,Estrategia honesta
0.25,455,2,Estrategia honesta
0.25,460,2,Estrategia honesta
0.25,465,2,Estrategia honesta
0.25,470,2,Estrategia honesta
0.25,475,2,Estrategia honesta
0.25,480,2,Estrategia honesta
0.25,485,2,Estrategia honesta
0.25,490,2,Estrategia honesta
0.25,495,2,Estrategia honesta
0.25,500,2,Estrategia honesta
0.26,0,0,Corrupción sostenible
0.26,5,0,Corrupción sostenible
0.26,10,0,Corrupción sostenible
0.26,15,0,Corrupción sostenible
0.26,20,0,Corrupción sostenible
0.26,25,0,Corrupción sostenible
0.26,30,0,Corrupción sostenible
0.26,35,0,Corrupción sostenible
0.26,40,0,Corrupción sostenible
0.26,45,0,Corrupción sostenible
0.26,50,0,Corrupción sostenible
0.26,55,0,Corrupción sostenible
0.26,60,0,Corrupción sostenible
0.26,65,0,Corrupción sostenible
0.26,70,0,Corrupción sostenible
0.26,75,0,Corrupción sostenible
0.26,80,1,Empresa soborna / Funcionario rechaza
0.26,85,1,Empresa soborna / Funcionario rechaza
0.26,90,1,Empresa soborna / Funcionario rechaza
0.26,95,1,Empresa soborna / Funcionario rechaza
0.26,100,1,Empresa soborna / Funcionario rechaza
0.26,105,1,Empresa soborna / Funcionario rechaza
0.26,110,1,Empresa soborna / Funcionario rechaza
0.26,115,1,Empresa soborna / Funcionario rechaza
0.26,120,1,Empresa soborna / Funcionario rechaza
0.26,125,1,Empresa soborna / Funcionario rechaza
0.26,130,1,Empresa soborna / Funcionario rechaza
0.26,135,1,Empresa soborna / Funcionario rechaza
0.26,140,1,Empresa soborna / Funcionario rechaza
0.26,145,1,Empresa soborna / Funcionario rechaza
0.26,150,1,Empresa soborna / Funcionario rechaza
0.26,155,2,Estrategia honesta
0.26,160,2,Estrategia honesta
0.26,165,2,Estrategia honesta
0.26,170,2,Estrategia honesta
0.26,175,2,Estrategia honesta
0.26,180,2,Estrategia honesta
0.26,185,2,Estrategia honesta
0.26,190,2,Estrategia honesta
0.26,195,2,Estrategia honesta
0.26,200,2,Estrategia honesta
0.26,205,2,Estrategia honesta
0.26,210,2,Estrategia honesta
0.26,215,2,Estrategia honesta
0.26,220,2,Estrategia honesta
0.26,225,2,Estrategia honesta
0.26,230,2,Estrategia honesta
0.26,235,2,Estrategia honesta
0.26,240,2,Estrategia honesta
0.26,245,2,Estrategia honesta
0.26,250,2,Estrategia honesta
0.26,255,2,Estrategia honesta
0.26,260,2,Estrategia honesta
0.26,265,2,Estrategia honesta
0.26,270,2,Estrategia honesta
0.26,275,2,Estrategia honesta
0.26,280,2,Estrategia honesta
0.26,285,2,Estrategia honesta
0.26,290,2,Estrategia honesta
0.26,295,2,Estrategia honesta
0.26,300,2,Estrategia honesta
0.26,305,2,Estrategia honesta
0.26,310,2,Estrategia honesta
0.26,315,2,Estrategia honesta
0.26,320,2,Estrategia honesta
0.26,325,2,Estrategia honesta
0.26,330,2,Estrategia honesta
0.26,335,2,Estrategia honesta
0.26,340,2,Estrategia honesta
0.26,345,2,Estrategia honesta
0.26,350,2,Estrategia honesta
0.26,355,2,Estrategia honesta
0.26,360,2,Estrategia honesta
0.26,365,2,Estrategia honesta
0.26,370,2,Estrategia honesta
0.26,375,2,Estrategia honesta
0.26,380,2,Estrategia honesta
0.26,385,2,Estrategia honesta
0.26,390,2,Estrategia honesta
0.26,395,2,Estrategia honesta
0.26,400,2,Estrategia honesta
0.26,405,2,Estrategia honesta
0.26,410,2,Estrategia honesta
0.26,415,2,Estrategia honesta
0.26,420,2,Estrategia honesta
0.26,425,2,Estrategia honesta
0.26,430,2,Estrategia honesta
0.26,435,2,Estrategia honesta
0.26,440,2,Estrategia honesta
0.26,445,2,Estrategia honesta
0.26,450,2,Estrategia honesta
0.26,455,2,Estrategia honesta
0.26,460,2,Estrategia honesta
0.26,465,2,Estrategia honesta
0.26,470,2,Estrategia honesta
0.26,475,2,Estrategia honesta
0.26,480,2,Estrategia honesta
0.26,485,2,Estrategia honesta
0.26,490,2,Estrategia honesta
0.26,495,2,Estrategia honesta
0.26,500,2,Estrategia honesta
0.27,0,0,Corrupción sostenible
0.27,5,0,Corrupción sostenible
0.27,10,0,Corrupción sostenible
0.27,15,0,Corrupción sostenible
0.27,20,0,Corrupción sostenible
0.27,25,0,Corrupción sostenible
0.27,30,0,Corrupción sostenible
0.27,35,0,Corrupción sostenible
0.27,40,0,Corrupción sostenible
0.27,45,0,Corrupción sostenible
0.27,50,0,Corrupción sostenible
0.27,55,0,Corrupción sostenible
0.27,60,0,Corrupción sostenible
0.27,65,0,Corrupción sostenible
0.27,70,0,Corrupción sostenible
0.27,75,1,Empresa soborna / Funcionario rechaza
0.27,80,1,Empresa soborna / Funcionario rechaza
0.27,85,1,Empresa soborna / Funcionario rechaza
0.27,90,1,Empresa soborna / Funcionario rechaza
0.27,95,1,Empresa soborna / Funcionario rechaza
0.27,100,1,Empresa soborna / Funcionario rechaza
0.27,105,1,Empresa soborna / Funcionario rechaza
0.27,110,1,Empresa soborna / Funcionario rechaza
0.27,115,1,Empresa soborna / Funcionario rechaza
0.27,120,1,Empresa soborna / Funcionario rechaza
0.27,125,1,Empresa soborna / Funcionario rechaza
0.27,130,1,Empresa soborna / Funcionario rechaza
0.27,135,1,Empresa soborna / Funcionario rechaza
0.27,140,1,Empresa soborna / Funcionario rechaza
0.27,145,1,Empresa soborna / Funcionario rechaza
0.27,150,2,Estrategia honesta
0.27,155,2,Estrategia honesta
0.27,160,2,Estrategia honesta
0.27,165,2,Estrategia honesta
0.27,170,2,Estrategia honesta
0.27,175,2,Estrategia honesta
0.27,180,2,Estrategia honesta
0.27,185,2,Estrategia honesta
0.27,190,2,Estrategia honesta
0.27,195,2,Estrategia honesta
0.27,200,2,Estrategia honesta
0.27,205,2,Estrategia honesta
0.27,210,2,Estrategia honesta
0.27,215,2,Estrategia honesta
0.27,220,2,Estrategia honesta
0.27,225,2,Estrategia honesta
0.27,230,2,Estrategia honesta
0.27,235,2,Estrategia honesta
0.27,240,2,Estrategia honesta
0.27,245,2,Estrategia honesta
0.27,250,2,Estrategia honesta
0.27,255,2,Estrategia honesta
0.27,260,2,Estrategia honesta
0.27,265,2,Estrategia honesta
0.27,270,2,Estrategia honesta
0.27,275,2,Estrategia honesta
0.27,280,2,Estrategia honesta
0.27,285,2,Estrategia honesta
0.27,290,2,Estrategia honesta
0.27,295,2,Estrategia honesta
0.27,300,2,Estrategia honesta
0.27,305,2,Estrategia honesta
0.27,310,2,Estrategia honesta
0.27,315,2,Estrategia honesta
0.27,320,2,Estrategia honesta
0.27,325,2,Estrategia honesta
0.27,330,2,Estrategia honesta
0.27,335,2,Estrategia honesta
0.27,340,2,Estrategia honesta
0.27,345,2,Estrategia honesta
0.27,350,2,Estrategia honesta
0.27,355,2,Estrategia honesta
0.27,360,2,Estrategia honesta
0.27,365,2,Estrategia honesta
0.27,370,2,Estrategia honesta
0.27,375,2,Estrategia honesta
0.27,380,2,Estrategia honesta
0.27,385,2,Estrategia honesta
0.27,390,2,Estrategia honesta
0.27,395,2,Estrategia honesta
0.27,400,2,Estrategia honesta
0.27,405,2,Estrategia honesta
0.27,410,2,Estrategia honesta
0.27,415,2,Estrategia honesta
0.27,420,2,Estrategia honesta
0.27,425,2,Estrategia honesta
0.27,430,2,Estrategia honesta
0.27,435,2,Estrategia honesta
0.27,440,2,Estrategia honesta
0.27,445,2,Estrategia honesta
0.27,450,2,Estrategia honesta
0.27,455,2,Estrategia honesta
0.27,460,2,Estrategia honesta
0.27,465,2,Estrategia honesta
0.27,470,2,Estrategia honesta
0.27,475,2,Estrategia honesta
0.27,480,2,Estrategia honesta
0.27,485,2,Estrategia honesta
0.27,490,2,Estrategia honesta
0.27,495,2,Estrategia honesta
0.27,500,2,Estrategia honesta
0.28,0,0,Corrupción sostenible
0.28,5,0,Corrupción sostenible
0.28,10,0,Corrupción sostenible
0.28,15,0,Corrupción sostenible
0.28,20,0,Corrupción sostenible
0.28,25,0,Corrupción sostenible
0.28,30,0,Corrupción sostenible
0.28,35,0,Corrupción sostenible
0.28,40,0,Corrupción sostenible
0.28,45,0,Corrupción sostenible
0.28,50,0,Corrupción sostenible
0.28,55,0,Corrupción sostenible
0.28,60,0,Corrupción sostenible
0.28,65,0,Corrupción sostenible
0.28,70,0,Corrupción sostenible
0.28,75,1,Empresa soborna / Funcionario rechaza
0.28,80,1,Empresa soborna / Funcionario rechaza
0.28,85,1,Empresa soborna / Funcionario rechaza
0.28,90,1,Empresa soborna / Funcionario rechaza
0.28,95,1,Empresa soborna / Funcionario rechaza
0.28,100,1,Empresa soborna / Funcionario rechaza
0.28,105,1,Empresa soborna / Funcionario rechaza
0.28,110,1,Empresa soborna / Funcionario rechaza
0.28,115,1,Empresa soborna / Funcionario rechaza
0.28,120,1,Empresa soborna / Funcionario rechaza
0.28,125,1,Empresa soborna / Funcionario rechaza
0.28,130,1,Empresa soborna / Funcionario rechaza
0.28,135,1,Empresa soborna / Funcionario rechaza
0.28,140,1,Empresa soborna / Funcionario rechaza
0.28,145,2,Estrategia honesta
0.28,150,2,Estrategia honesta
0.28,155,2,Estrategia honesta
0.28,160,2,Estrategia honesta
0.28,165,2,Estrategia honesta
0.28,170,2,Estrategia honesta
0.28,175,2,Estrategia honesta
0.28,180,2,Estrategia honesta
0.28,185,2,Estrategia honesta
0.28,190,2,Estrategia honesta
0.28,195,2,Estrategia honesta
0.28,200,2,Estrategia honesta
0.28,205,2,Estrategia honesta
0.28,210,2,Estrategia honesta
0.28,215,2,Estrategia honesta
0.28,220,2,Estrategia honesta
0.28,225,2,Estrategia honesta
0.28,230,2,Estrategia honesta
0.28,235,2,Estrategia honesta
0.28,240,2,Estrategia honesta
0.28,245,2,Estrategia honesta
0.28,250,2,Estrategia honesta
0.28,255,2,Estrategia honesta
0.28,260,2,Estrategia honesta
0.28,265,2,Estrategia honesta
0.28,270,2,Estrategia honesta
0.28,275,2,Estrategia honesta
0.28,280,2,Estrategia honesta
0.28,285,2,Estrategia honesta
0.28,290,2,Estrategia honesta
0.28,295,2,Estrategia honesta
0.28,300,2,Estrategia honesta
0.28,305,2,Estrategia honesta
0.28,310,2,Estrategia honesta
0.28,315,2,Estrategia honesta
0.28,320,2,Estrategia honesta
0.28,325,2,Estrategia honesta
0.28,330,2,Estrategia honesta
0.28,335,2,Estrategia honesta
0.28,340,2,Estrategia honesta
0.28,345,2,Estrategia honesta
0.28,350,2,Estrategia honesta
0.28,355,2,Estrategia honesta
0.28,360,2,Estrategia honesta
0.28,365,2,Estrategia honesta
0.28,370,2,Estrategia honesta
0.28,375,2,Estrategia honesta
0.28,380,2,Estrategia honesta
0.28,385,2,Estrategia honesta
0.28,390,2,Estrategia honesta
0.28,395,2,Estrategia honesta
0.28,400,2,Estrategia honesta
0.28,405,2,Estrategia honesta
0.28,410,2,Estrategia honesta
0.28,415,2,Estrategia honesta
0.28,420,2,Estrategia honesta
0.28,425,2,Estrategia honesta
0.28,430,2,Estrategia honesta
0.28,435,2,Estrategia honesta
0.28,440,2,Estrategia honesta
0.28,445,2,Estrategia honesta
0.28,450,2,Estrategia honesta
0.28,455,2,Estrategia honesta
0.28,460,2,Estrategia honesta
0.28,465,2,Estrategia honesta
0.28,470,2,Estrategia honesta
0.28,475,2,Estrategia honesta
0.28,480,2,Estrategia honesta
0.28,485,2,Estrategia honesta
0.28,490,2,Estrategia honesta
0.28,495,2,Estrategia honesta
0.28,500,2,Estrategia honesta
0.29,0,0,Corrupción sostenible
0.29,5,0,Corrupción sostenible
0.29,10,0,Corrupción sostenible
0.29,15,0,Corrupción sostenible
0.29,20,0,Corrupción sostenible
0.29,25,0,Corrupción sostenible
0.29,30,0,Corrupción sostenible
0.29,35,0,Corrupción sostenible
0.29,40,0,Corrupción sostenible
0.29,45,0,Corrupción sostenible
0.29,50,0,Corrupción sostenible
0.29,55,0,Corrupción sostenible
0.29,60,0,Corrupción sostenible
0.29,65,0,Corrupción sostenible
0.29,70,1,Empresa soborna / Funcionario rechaza
0.29,75,1,Empresa soborna / Funcionario rechaza
0.29,80,1,Empresa soborna / Funcionario rechaza
0.29,85,1,Empresa soborna / Funcionario rechaza
0.29,90,1,Empresa soborna / Funcionario rechaza
0.29,95,1,Empresa soborna / Funcionario rechaza
0.29,100,1,Empresa soborna / Funcionario rechaza
0.29,105,1,Empresa soborna / Funcionario rechaza
0.29,110,1,Empresa soborna / Funcionario rechaza
0.29,115,1,Empresa soborna / Funcionario rechaza
0.29,120,1,Empresa soborna / Funcionario rechaza
0.29,125,1,Empresa soborna / Funcionario rechaza
0.29,130,1,Empresa soborna / Funcionario rechaza
0.29,135,1,Empresa soborna / Funcionario rechaza
0.29,140,2,Estrategia honesta
0.29,145,2,Estrategia honesta
0.29,150,2,Estrategia honesta
0.29,155,2,Estrategia honesta
0.29,160,2,Estrategia honesta
0.29,165,2,Estrategia honesta
0.29,170,2,Estrategia honesta
0.29,175,2,Estrategia honesta
0.29,180,2,Estrategia honesta
0.29,185,2,Estrategia honesta
0.29,190,2,Estrategia honesta
0.29,195,2,Estrategia honesta
0.29,200,2,Estrategia honesta
0.29,205,2,Estrategia honesta
0.29,210,2,Estrategia honesta
0.29,215,2,Estrategia honesta
0.29,220,2,Estrategia honesta
0.29,225,2,Estrategia honesta
0.29,230,2,Estrategia honesta
0.29,235,2,Estrategia honesta
0.29,240,2,Estrategia honesta
0.29,245,2,Estrategia honesta
0.29,250,2,Estrategia honesta
0.29,255,2,Estrategia honesta
0.29,260,2,Estrategia honesta
0.29,265,2,Estrategia honesta
0.29,270,2,Estrategia honesta
0.29,275,2,Estrategia honesta
0.29,280,2,Estrategia honesta
0.29,285,2,Estrategia honesta
0.29,290,2,Estrategia honesta
0.29,295,2,Estrategia honesta
0.29,300,2,Estrategia honesta
0.29,305,2,Estrategia honesta
0.29,310,2,Estrategia honesta
0.29,315,2,Estrategia honesta
0.29,320,2,Estrategia honesta
0.29,325,2,Estrategia honesta
0.29,330,2,Estrategia honesta
0.29,335,2,Estrategia honesta
0.29,340,2,Estrategia honesta
0.29,345,2,Estrategia honesta
0.29,350,2,Estrategia honesta
0.29,355,2,Estrategia honesta
0.29,360,2,Estrategia honesta
0.29,365,2,Estrategia honesta
0.29,370,2,Estrategia honesta
0.29,375,2,Estrategia honesta
0.29,380,2,Estrategia honesta
0.29,385,2,Estrategia honesta
0.29,390,2,Estrategia honesta
0.29,395,2,Estrategia honesta
0.29,400,2,Estrategia honesta
0.29,405,2,Estrategia honesta
0.29,410,2,Estrategia honesta
0.29,415,2,Estrategia honesta
0.29,420,2,Estrategia honesta
0.29,425,2,Estrategia honesta
0.29,430,2,Estrategia honesta
0.29,435,2,Estrategia honesta
0.29,440,2,Estrategia honesta
0.29,445,2,Estrategia honesta
0.29,450,2,Estrategia honesta
0.29,455,2,Estrategia honesta
0.29,460,2,Estrategia honesta
0.29,465,2,Estrategia honesta
0.29,470,2,Estrategia honesta
0.29,475,2,Estrategia honesta
0.29,480,2,Estrategia honesta
0.29,485,2,Estrategia honesta
0.29,490,2,Estrategia honesta
0.29,495,2,Estrategia honesta
0.29,500,2,Estrategia honesta
0.3,0,0,Corrupción sostenible
0.3,5,0,Corrupción sostenible
0.3,10,0,Corrupción sostenible
0.3,15,0,Corrupción sostenible
0.3,20,0,Corrupción sostenible
0.3,25,0,Corrupción sostenible
0.3,30,0,Corrupción sostenible
0.3,35,0,Corrupción sostenible
0.3,40,0,Corrupción sostenible
0.3,45,0,Corrupción sostenible
0.3,50,0,Corrupción sostenible
0.3,55,0,Corrupción sostenible
0.3,60,0,Corrupción sostenible
0.3,65,0,Corrupción sostenible
0.3,70,1,Empresa soborna / Funcionario rechaza
0.3,75,1,Empresa soborna / Funcionario rechaza
0.3,80,1,Empresa soborna / Funcionario rechaza
0.3,85,1,Empresa soborna / Funcionario rechaza
0.3,90,1,Empresa soborna / Funcionario rechaza
0.3,95,1,Empresa soborna / Funcionario rechaza
0.3,100,1,Empresa soborna / Funcionario rechaza
0.3,105,1,Empresa soborna / Funcionario rechaza
0.3,110,1,Empresa soborna / Funcionario rechaza
0.3,115,1,Empresa soborna / Funcionario rechaza
0.3,120,1,Empresa soborna / Funcionario rechaza
0.3,125,1,Empresa soborna / Funcionario rechaza
0.3,130,1,Empresa soborna / Funcionario rechaza
0.3,135,2,Estrategia honesta
0.3,140,2,Estrategia honesta
0.3,145,2,Estrategia honesta
0.3,150,2,Estrategia honesta
0.3,155,2,Estrategia honesta
0.3,160,2,Estrategia honesta
0.3,165,2,Estrategia honesta
0.3,170,2,Estrategia honesta
0.3,175,2,Estrategia honesta
0.3,180,2,Estrategia honesta
0.3,185,2,Estrategia honesta
0.3,190,2,Estrategia honesta
0.3,195,2,Estrategia honesta
0.3,200,2,Estrategia honesta
0.3,205,2,Estrategia honesta
0.3,210,2,Estrategia honesta
0.3,215,2,Estrategia honesta
0.3,220,2,Estrategia honesta
0.3,225,2,Estrategia honesta
0.3,230,2,Estrategia honesta
0.3,235,2,Estrategia honesta
0.3,240,2,Estrategia honesta
0.3,245,2,Estrategia honesta
0.3,250,2,Estrategia honesta
0.3,255,2,Estrategia honesta
0.3,260,2,Estrategia honesta
0.3,265,2,Estrategia honesta
0.3,270,2,Estrategia honesta
0.3,275,2,Estrategia honesta
0.3,280,2,Estrategia honesta
0.3,285,2,Estrategia honesta
0.3,290,2,Estrategia honesta
0.3,295,2,Estrategia honesta
0.3,300,2,Estrategia honesta
0.3,305,2,Estrategia honesta
0.3,310,2,Estrategia honesta
0.3,315,2,Estrategia honesta
0.3,320,2,Estrategia honesta
0.3,325,2,Estrategia honesta
0.3,330,2,Estrategia honesta
0.3,335,2,Estrategia honesta
0.3,340,2,Estrategia honesta
0.3,345,2,Estrategia honesta
0.3,350,2,Estrategia honesta
0.3,355,2,Estrategia honesta
0.3,360,2,Estrategia honesta
0.3,365,2,Estrategia honesta
0.3,370,2,Estrategia honesta
0.3,375,2,Estrategia honesta
0.3,380,2,Estrategia honesta
0.3,385,2,Estrategia honesta
0.3,390,2,Estrategia honesta
0.3,395,2,Estrategia honesta
0.3,400,2,Estrategia honesta
0.3,405,2,Estrategia honesta
0.3,410,2,Estrategia honesta
0.3,415,2,Estrategia honesta
0.3,420,2,Estrategia honesta
0.3,425,2,Estrategia honesta
0.3,430,2,Estrategia honesta
0.3,435,2,Estrategia honesta
0.3,440,2,Estrategia honesta
0.3,445,2,Estrategia honesta
0.3,450,2,Estrategia honesta
0.3,455,2,Estrategia honesta
0.3,460,2,Estrategia honesta
0.3,465,2,Estrategia honesta
0.3,470,2,Estrategia honesta
0.3,475,2,Estrategia honesta
0.3,480,2,Estrategia honesta
0.3,485,2,Estrategia honesta
0.3,490,2,Estrategia honesta
0.3,495,2,Estrategia honesta
0.3,500,2,Estrategia honesta
0.31,0,0,Corrupción sostenible
0.31,5,0,Corrupción sostenible
0.31,10,0,Corrupción sostenible
0.31,15,0,Corrupción sostenible
0.31,20,0,Corrupción sostenible
0.31,25,0,Corrupción sostenible
0.31,30,0,Corrupción sostenible
0.31,35,0,Corrupción sostenible
0.31,40,0,Corrupción sostenible
0.31,45,0,Corrupción sostenible
0.31,50,0,Corrupción sostenible
0.31,55,0,Corrupción sostenible
0.31,60,0,Corrupción sostenible
0.31,65,1,Empresa soborna / Funcionario rechaza
0.31,70,1,Empresa soborna / Funcionario rechaza
0.31,75,1,Empresa soborna / Funcionario rechaza
0.31,80,1,Empresa soborna / Funcionario rechaza
0.31,85,1,Empresa soborna / Funcionario rechaza
0.31,90,1,Empresa soborna / Funcionario rechaza
0.31,95,1,Empresa soborna / Funcionario rechaza
0.31,100,1,Empresa soborna / Funcionario rechaza
0.31,105,1,Empresa soborna / Funcionario rechaza
0.31,110,1,Empresa soborna / Funcionario rechaza
0.31,115,1,Empresa soborna / Funcionario rechaza
0.31,120,1,Empresa soborna / Funcionario rechaza
0.31,125,1,Empresa soborna / Funcionario rechaza
0.31,130,2,Estrategia honesta
0.31,135,2,Estrategia honesta
0.31,140,2,Estrategia honesta
